total_sales_amount,export_sales_value,output_vat,input_vat,net_refund_amount,sales_invoice_count,supporting_docs_count,submitted_by,zero_rated_sales,exempt_sales,business_age_years,is_fraud,claim_id,taxpayer_id,period_start,period_end,claim_date,fraud_type,processing_days
8777338.890980594,7598494.936296471,188615.03274945958,1128332.6331595944,939717.6004101348,500,12,Tax Agent,6838645.442666824,468361.038571212,12.443102646091981,0,CLM_435914,TPIN_73923119,2024-09-21,2024-12-19,2024-12-26,,53
211386.1163661384,181493.8244725484,4782.766702974397,25672.580265206343,20889.813562231946,10,20,Self,163344.44202529357,13588.60539550149,4.549004311122188,0,CLM_718914,TPIN_92955872,2024-05-21,2024-08-18,2024-08-30,,43
190175.50218547753,40104.78656883223,21861.254595481874,18658.528997785223,0.0,10,26,Tax Agent,36094.30791194901,9475.602459122003,16.850889383241118,0,CLM_761357,TPIN_43997463,2024-08-08,2024-11-05,2024-11-23,,38
536995.5324470162,413556.0529642325,19750.316717245394,71581.41586047961,51831.09914323421,34,11,Self,372200.44766780926,12615.592709803266,19.32100508274434,0,CLM_981965,TPIN_72430224,2024-05-13,2024-08-10,2024-09-04,,30
326034.12498110253,263647.74438366387,9981.820895590186,37805.5564559395,27823.735560349312,58,17,Self,237282.9699452975,17996.767514998373,8.785739754673042,0,CLM_381854,TPIN_50216746,2024-11-16,2025-02-13,2025-02-28,,10
272552.25950962986,214679.59169919687,9259.62684966928,32306.433073866876,23046.806224197597,11,19,Self,193211.63252927718,9622.468195142208,7.0849291875113405,0,CLM_320462,TPIN_48467910,2024-10-04,2025-01-01,2025-01-07,,12
287641.18998059595,192925.6600038867,15154.48479627348,33538.66113097978,18384.176334706302,10,29,Self,173633.09400349803,12666.544356657096,14.934829931158555,0,CLM_654768,TPIN_77168653,2024-04-27,2024-07-25,2024-08-03,,38
143759.97018413356,109822.31496105572,5430.024835692456,15635.765477970057,10205.7406422776,10,10,Self,98840.08346495015,1646.1407390279307,11.413667271904986,0,CLM_944647,TPIN_92723310,2024-06-23,2024-09-20,2024-09-27,,49
316324.82831923023,9382.620344421039,40653.31343203356,34397.115183186266,0.0,10,28,Tax Agent,8444.358309978936,4610.155243737875,8.986906063285705,0,CLM_139288,TPIN_77973884,2024-02-02,2024-05-01,2024-05-29,,11
800992.9387032373,719311.6094330072,13069.012683236822,166606.53125027337,153537.51856703655,17,13,Self,575449.2875464058,29845.73690126502,3.4421790233450262,1,CLM_747940,TPIN_32497724,2024-08-31,2024-11-28,2024-12-14,carousel,26
1992070.5534131008,1548741.3593012826,70932.67105789091,414350.675109925,343418.00405203406,22,7,Tax Agent,1238993.087441026,3371.0187267609094,1.9392039679377007,1,CLM_298812,TPIN_54026511,2024-03-10,2024-06-07,2024-06-26,carousel,28
2484919.31510909,1945998.366130668,86227.35183654752,516863.21754269075,430635.8657061432,32,13,Self,1556798.6929045345,69770.20686947365,1.4109235029131941,1,CLM_973071,TPIN_33151296,2024-04-04,2024-07-02,2024-07-26,carousel,22
325828.58344284457,172566.17949679284,24521.984631368276,37558.350861042876,13036.3662296746,10,23,Tax Agent,155309.56154711355,19100.746402177876,9.13019537092975,0,CLM_378295,TPIN_82427877,2024-03-16,2024-06-13,2024-06-20,,28
289266.48042075685,214763.22337414746,11920.521127457503,36960.03466547815,25039.51353802065,29,12,Self,193286.9010367327,3595.5020363735766,19.370484391997227,0,CLM_763927,TPIN_13609736,2024-11-14,2025-02-11,2025-02-20,,40
2610350.0051629995,2292210.5220204494,50902.31730280802,542952.8010739039,492050.48377109587,41,11,Self,1833768.4176163597,67033.83755135615,1.7715997910196186,1,CLM_412362,TPIN_48010048,2024-11-18,2025-02-15,2025-02-27,carousel,28
428605.9986863519,17734.713755416476,65739.40558894967,261535.74850308895,195796.34291413927,13,4,Self,14187.771004333183,19135.938112483545,1.2163820715026525,1,CLM_314367,TPIN_77459612,2024-09-22,2024-12-20,2025-01-16,inflated_inputs,27
279176.9668708657,71297.51578731951,33260.71217336739,35462.78515678909,2202.072983421698,15,10,Self,64167.76420858756,10673.665897729936,18.922194079589588,0,CLM_997428,TPIN_35705177,2024-12-28,2025-03-27,2025-04-21,,56
466276.540020655,69653.04980457704,64604.15233852291,52201.274114024156,0.0,56,10,Tax Agent,62687.744824119334,36855.20880984013,10.764932838306468,0,CLM_147565,TPIN_99792126,2024-04-09,2024-07-07,2024-08-01,,55
455486.43784509855,310302.2003158843,23229.478004674278,49470.174829991694,26240.696825317416,10,9,Self,279271.9802842959,35957.84841745899,11.221125374903835,0,CLM_762038,TPIN_72946681,2024-06-20,2024-09-17,2024-10-13,,40
1096283.493660824,139255.42480579476,161082.80393436004,145849.18474767925,0.0,30,8,Tax Agent,125329.88232521528,92459.63405619877,2.2412866565358387,0,CLM_833898,TPIN_81434032,2024-10-30,2025-01-27,2025-02-15,,33
1088140.365356859,870847.2868349731,34766.892563501744,109923.34326811075,75156.45070460901,27,28,Tax Agent,783762.5581514759,42146.12662205968,18.724604909810374,0,CLM_113233,TPIN_33835237,2024-03-12,2024-06-09,2024-06-25,,44
389471.7472371231,57847.35646282275,50849.73728423519,44118.32233826323,0.0,14,28,Tax Agent,52062.620816540475,2456.3576203141024,2.754845751351836,0,CLM_603015,TPIN_48434407,2024-10-07,2025-01-04,2025-01-15,,39
447907.42720557033,301356.56019996566,23448.138720896746,57482.01495657179,34033.87623567504,26,10,Tax Agent,271220.9041799691,39774.57575488291,5.386644689769361,0,CLM_240973,TPIN_98163294,2024-04-20,2024-07-18,2024-08-12,,46
226765.2055274177,155777.47683721324,11358.036590432715,24359.840545463918,13001.803955031202,10,23,Tax Agent,140199.7291534919,2237.8375955498427,4.665075670798934,0,CLM_922922,TPIN_22300059,2024-08-18,2024-11-15,2024-11-29,,22
4736760.046075406,3003652.1447408623,277297.2642135269,641459.7153291085,364162.4511155816,166,20,Tax Agent,2703286.930266776,96008.53797840024,5.232462113164343,0,CLM_226861,TPIN_75544294,2024-07-06,2024-10-03,2024-10-23,,40
637327.6036268692,21635.807549578636,78725.71203173666,63948.01438938104,0.0,56,8,Self,19472.226794620772,1833.6435929127854,18.600494622506755,0,CLM_139906,TPIN_36811886,2024-07-31,2024-10-28,2024-11-02,,46
4346789.013360716,3026572.423397813,211234.65439406456,493553.80011770123,282319.14572363667,110,27,Self,2723915.181058032,74229.35964132311,10.213702769917322,0,CLM_615631,TPIN_47616748,2024-12-24,2025-03-23,2025-04-06,,50
1667857.9085761267,71615.14279067538,213467.44977999403,173760.41191827517,0.0,61,17,Tax Agent,64453.62851160784,18451.80174202561,16.782631484096232,0,CLM_171907,TPIN_93752812,2024-06-05,2024-09-02,2024-09-12,,58
207312.87821579515,173481.42477767728,5413.032550098859,22502.362835320026,17089.330285221167,10,26,Tax Agent,156133.28229990957,380.53780527757243,14.354598918416231,0,CLM_143262,TPIN_97430530,2024-11-08,2025-02-05,2025-02-15,,31
392205.3977119398,45830.21475187364,55420.02927361059,115062.25693002692,59642.22765641633,19,6,Self,36664.17180149891,19552.90743241515,1.2419903512004113,1,CLM_482973,TPIN_23016803,2024-09-11,2024-12-09,2025-01-03,inflated_inputs,15
907114.0706700715,633780.7980852677,43733.32361356862,97397.71196918775,53664.38835561913,82,9,Self,570402.7182767409,36506.500750993786,6.887846853402363,0,CLM_998488,TPIN_10578526,2024-07-09,2024-10-06,2024-10-14,,44
1846946.9702716828,985625.2175062441,137811.4804424702,206348.59198883336,68537.11154636316,194,16,Tax Agent,887062.6957556197,61987.83871792201,4.87324822577901,0,CLM_732585,TPIN_74694370,2024-08-24,2024-11-21,2024-12-19,,57
1409788.2586947363,1054104.440737257,56909.410873196684,183106.58051157952,126197.16963838284,111,15,Tax Agent,948693.9966635313,137898.87867196777,7.099899295009275,0,CLM_642101,TPIN_13774764,2024-01-17,2024-04-15,2024-05-09,,39
328750.2865883807,259248.47023020554,11120.290617308025,38796.9587668559,27676.668149547877,10,25,Tax Agent,233323.62320718498,7481.1082684289695,16.392032789585347,0,CLM_984594,TPIN_68625100,2024-04-10,2024-07-08,2024-07-23,,43
45323.62747084358,21872.074626552938,3752.248455086503,9968.166423081877,6215.917967995374,3,2,Self,17497.65970124235,1854.3228536434908,0.46260290051228814,1,CLM_741899,TPIN_41879411,2024-07-28,2024-10-25,2024-11-23,ghost_business,29
291109.5795045403,37782.642819589186,40532.30986959218,109259.67672448567,68727.3668548935,16,4,Self,30226.11425567135,12586.4948464603,1.1222772079497754,1,CLM_389295,TPIN_43764248,2024-10-08,2025-01-05,2025-01-30,inflated_inputs,28
638403.5068441441,505492.21962337213,21265.80595532351,70155.12321526126,48889.31725993776,17,19,Tax Agent,454942.9976610349,7193.117453214702,9.309979649046042,0,CLM_441603,TPIN_51667756,2024-03-04,2024-06-01,2024-06-30,,35
489037.4235939352,91722.38783188233,63570.40572192846,181518.87480188147,117948.469079953,10,3,Self,73377.91026550587,21979.438658701787,2.5736502349530546,1,CLM_181757,TPIN_98185769,2024-05-13,2024-08-10,2024-08-20,inflated_inputs,7
53237.2855020283,29003.203574853866,3877.45310834791,8514.494164950047,4637.041056602136,8,1,Self,23202.562859883095,1184.006102477275,0.706332306328476,1,CLM_246001,TPIN_15871804,2024-01-24,2024-04-22,2024-05-15,ghost_business,7
478835.0187902222,354895.050214043,19830.394972188667,57059.36999087831,37228.97501868964,31,12,Tax Agent,319405.5451926387,30435.776812491622,14.723711219781894,0,CLM_763610,TPIN_99721602,2024-04-22,2024-07-20,2024-08-13,,17
1147477.6438909415,726228.3947238447,67399.87986673549,129037.19777471572,61637.317907980236,35,8,Self,653605.5552514603,83641.22386897844,15.601003972835096,0,CLM_553245,TPIN_57673049,2024-12-04,2025-03-03,2025-03-15,,58
369269.43735820375,268376.95071685204,16142.797862616275,50370.334278476395,34227.53641586012,16,8,Self,214701.56057348163,1810.7010523696524,2.4608877923691344,1,CLM_300733,TPIN_67133721,2024-12-08,2025-03-07,2025-03-23,fake_exports,5
131066.34471134141,37736.36657494207,14932.796501823897,17190.621444581288,2257.82494275739,10,22,Tax Agent,33962.72991744786,3627.655356662639,15.149578355659896,0,CLM_431834,TPIN_48483441,2024-09-13,2024-12-11,2025-01-05,,14
474941.3176863458,371597.6979677961,16534.979154967947,57585.127228913996,41050.14807394605,65,14,Tax Agent,334437.9281710165,34647.35993792013,9.863312647073233,0,CLM_667109,TPIN_21416757,2024-12-14,2025-03-13,2025-03-22,,52
496993.4008633501,432782.04589260014,10273.81679531999,58445.57170282361,48171.75490750362,11,28,Tax Agent,389503.84130334016,39158.208870836825,6.626850795777438,0,CLM_891327,TPIN_21654304,2024-08-24,2024-11-21,2024-12-18,,10
126335.09686572099,65327.606035169934,9761.19853288817,14195.746359294124,4434.547826405955,10,22,Self,58794.84543165294,8347.598535905043,2.645194741842093,0,CLM_248278,TPIN_39238685,2024-04-08,2024-07-06,2024-07-18,,39
286869.6533409786,224311.89226728101,10009.241771791614,31083.403379342133,21074.16160755052,14,23,Tax Agent,201880.7030405529,25438.812211787594,4.74829818472914,0,CLM_576113,TPIN_36232601,2024-07-27,2024-10-24,2024-11-19,,21
196204.81696221477,122170.35347256262,11845.514158344344,26382.31946866883,14536.805310324486,10,8,Tax Agent,109953.31812530637,17627.934157727872,10.860615314820999,0,CLM_187919,TPIN_69452982,2024-12-12,2025-03-11,2025-04-02,,16
654837.43101558,517339.4293255842,21999.68027039932,80117.94010689059,58118.25983649127,24,5,Self,413871.54346046736,25122.451544138796,0.39158758117190284,1,CLM_887891,TPIN_99535856,2024-11-04,2025-02-01,2025-02-27,fake_exports,24
477059.24337310035,303787.31684733287,27723.508244122797,48713.230610273284,20989.722366150487,15,28,Self,273408.5851625996,6703.814153332201,3.8144861276340367,0,CLM_604254,TPIN_31902749,2024-07-04,2024-10-01,2024-10-30,,32
1121300.8314569653,580634.9709604011,86506.53767945027,142828.67795400036,56322.1402745501,31,28,Self,522571.473864361,33002.32165223491,8.050873969731779,0,CLM_629087,TPIN_77592707,2024-06-15,2024-09-12,2024-09-21,,38
908217.7058449441,160817.38265495212,107614.22626394051,100302.61514306585,0.0,19,24,Self,144735.64438945692,16814.100390616644,10.028103913243203,0,CLM_756701,TPIN_98780367,2024-05-10,2024-08-07,2024-08-29,,35
129849.64856764115,96995.19342896578,5256.71282218806,17410.072710648343,12153.359888460283,10,24,Self,87295.67408606921,8740.352575115197,13.708700299904375,0,CLM_864665,TPIN_59117478,2024-01-14,2024-04-12,2024-04-20,,55
1319770.5630518054,768242.4197621667,88244.50292634219,166562.5967904308,78318.09386408862,32,22,Tax Agent,691418.17778595,11079.69315667043,4.050887296303736,0,CLM_999273,TPIN_86054024,2024-10-25,2025-01-22,2025-02-16,,48
267442.07426876604,138459.62191296887,20637.19237692755,31976.01790291681,11338.825525989261,10,12,Tax Agent,124613.65972167198,21211.116405424862,2.6261296554572127,0,CLM_875299,TPIN_11330295,2024-08-12,2024-11-09,2024-11-29,,25
367792.29855437257,186419.45170417763,29019.65549603119,47373.908633050676,18354.253137019485,10,21,Tax Agent,167777.50653375988,7927.51602665612,14.315774070590669,0,CLM_900444,TPIN_45668996,2024-12-19,2025-03-18,2025-04-11,,26
373303.50546383834,198019.71942060077,28045.40576691801,48547.477520106935,20502.071753188924,13,26,Self,178217.7474785407,25310.580651140306,8.260565742239475,0,CLM_349690,TPIN_99089996,2024-03-30,2024-06-27,2024-07-19,,21
677650.4964332011,567095.214980557,17688.845032423065,90408.27908158656,72719.4340491635,21,3,Self,453676.1719844456,1155.3216442892967,1.8351667867916133,1,CLM_148993,TPIN_18992355,2024-07-24,2024-10-21,2024-10-31,fake_exports,17
262136.92950931477,150352.3546074954,17885.5319842911,28931.251692389465,11045.719708098364,11,17,Tax Agent,135317.11914674586,6739.063941277832,8.536311971229296,0,CLM_342225,TPIN_12960191,2024-03-24,2024-06-21,2024-07-12,,36
249979.08689546556,138297.09406309365,17869.118853179505,33404.67261535895,15535.553762179443,10,27,Self,124467.38465678428,243.25365342937957,15.316309867841458,0,CLM_265432,TPIN_65824668,2024-05-07,2024-08-04,2024-08-27,,54
1108207.209330468,832310.9219470143,44143.40598135259,140514.37977788996,96370.97379653738,37,21,Tax Agent,749079.8297523129,26284.953022784317,14.08611474479788,0,CLM_782932,TPIN_92719534,2024-12-16,2025-03-15,2025-03-26,,38
176642.5584503303,90694.77344404525,13751.64560100561,39506.6208587964,25754.97525779079,7,1,Self,72555.8187552362,2335.282754242325,1.0058980259545756,1,CLM_134173,TPIN_83183075,2024-01-03,2024-04-01,2024-04-17,ghost_business,8
458279.1852797489,372764.30412642716,13682.380984531483,56821.21505834657,43138.83407381509,13,18,Tax Agent,335487.87371378444,7906.410176828247,3.8587701597508715,0,CLM_543258,TPIN_74886718,2024-02-25,2024-05-24,2024-06-10,,57
800231.3168740503,502413.8454110494,47650.79543408015,95765.53527134482,48114.73983726467,96,28,Self,452172.4608699444,64971.51002464093,12.24706489310944,0,CLM_429408,TPIN_24228944,2024-08-16,2024-11-13,2024-12-09,,24
460262.62030735984,335114.998063667,20023.61955899086,50923.390185610864,30899.770626620004,10,15,Tax Agent,301603.4982573003,13928.572589519095,6.9154661057837306,0,CLM_137355,TPIN_13576758,2024-08-20,2024-11-17,2024-12-12,,48
230356.05735745712,159006.03571316987,11416.003463085959,27668.596165449835,16252.592702363876,10,15,Tax Agent,143105.43214185289,9161.92787212705,6.51046837869547,0,CLM_680061,TPIN_15129584,2024-04-02,2024-06-30,2024-07-16,,24
1882311.414795161,67238.61115610052,218727.0720027465,192985.097869616,0.0,40,18,Self,60514.75004049047,66675.36256203993,15.84043778164271,0,CLM_895962,TPIN_39288091,2024-08-19,2024-11-16,2024-11-28,,31
1503772.2511862724,917121.5068000867,93864.1191017897,312784.6282467447,218920.50914495497,14,12,Self,733697.2054400694,33814.91315550649,2.479644530786781,1,CLM_367560,TPIN_47763987,2024-12-06,2025-03-05,2025-03-12,carousel,14
1524006.728694139,1145281.312151194,60596.06664687119,162526.25700126044,101930.19035438925,225,28,Tax Agent,1030753.1809360747,21426.302929622496,11.189364703379203,0,CLM_826989,TPIN_41637604,2024-06-17,2024-09-14,2024-10-06,,37
99048.86021272991,47861.74035780596,8189.939176787832,18987.45387387842,10797.514697090588,6,1,Self,38289.39228624477,2503.55957824548,0.12718757467635272,1,CLM_231777,TPIN_52256694,2024-03-12,2024-06-09,2024-06-23,ghost_business,9
300059.2332657597,38019.17372728204,35175.34267660054,30868.10820939499,0.0,21,21,Tax Agent,34217.256354553836,23942.667433414448,10.802312846238696,0,CLM_625608,TPIN_64834128,2024-01-07,2024-04-05,2024-04-22,,13
2816604.918833613,2142894.1138118347,107793.72880348451,585853.8231173914,478060.0943139069,42,10,Self,1714315.2910494679,128612.40892192887,1.0222609236419506,1,CLM_888276,TPIN_98820167,2024-04-17,2024-07-15,2024-07-29,carousel,22
1362455.9410950826,777559.1802627622,93583.48173317125,163062.23168956928,69478.74995639802,46,17,Tax Agent,699803.2622364861,8770.794250236962,2.2816517229571875,0,CLM_322368,TPIN_98902377,2024-06-07,2024-09-04,2024-10-02,,39
254168.43989195145,181399.72180540868,11642.994893846842,32959.85847081015,21316.863576963304,10,26,Tax Agent,163259.7496248678,13001.635643692329,14.967489243662172,0,CLM_984094,TPIN_54607852,2024-08-02,2024-10-30,2024-11-25,,19
203472.70952057137,159975.3576840817,6959.576293838346,25406.225349533317,18446.649055694972,11,20,Tax Agent,143977.82191567356,14037.500908158261,10.37063584515211,0,CLM_996445,TPIN_63479392,2024-02-05,2024-05-04,2024-05-09,,48
451926.5943767755,344830.8942888275,17135.312014071682,49005.6351574316,31870.323143359918,11,21,Tax Agent,310347.80485994474,16060.773782020548,5.38444522307749,0,CLM_531116,TPIN_41978888,2024-01-03,2024-04-01,2024-04-06,,28
141454.69059231825,29807.560109696307,17064.372893629534,15274.038284246544,0.0,10,26,Tax Agent,26826.804098726676,9196.156486873953,19.644701740696984,0,CLM_439711,TPIN_11129775,2024-11-11,2025-02-08,2025-02-22,,50
806700.0802963632,225718.36965755455,93498.655681724,85977.86459513994,0.0,89,19,Tax Agent,203146.5326917991,69923.84317277723,6.425090078249318,0,CLM_782358,TPIN_65665954,2024-11-30,2025-02-27,2025-03-07,,32
367201.3002972056,203183.76227879495,26242.80608294571,47763.282093368405,21520.476010422695,10,24,Self,182865.38605091546,8799.824384715932,2.5209977013806073,0,CLM_798267,TPIN_76241431,2024-05-31,2024-08-28,2024-09-15,,14
5162032.798151341,3543844.9303407073,258910.05884970145,673263.6794419581,414353.62059225666,181,17,Tax Agent,3189460.4373066365,26078.70670526319,18.11713281758198,0,CLM_434467,TPIN_12675059,2024-04-16,2024-07-14,2024-08-07,,22
372302.3571841942,255664.80564989944,18662.008245487163,36254.22661430118,17592.218368814018,10,26,Tax Agent,230098.3250849095,17997.372789316993,19.65777280692833,0,CLM_195071,TPIN_11416953,2024-09-02,2024-11-30,2024-12-15,,17
1365959.6272846218,1012182.2784738578,56604.375809722245,166107.87100254616,109503.49519282392,79,10,Tax Agent,910964.050626472,114344.41234637117,15.83762557756475,0,CLM_177354,TPIN_54467025,2024-07-06,2024-10-03,2024-10-25,,50
97762.16242495374,61767.5978382152,5759.130333878166,11374.530761506021,5615.400427627855,3,4,Self,49414.078270572165,4023.8710380220377,0.4481743169338066,1,CLM_686761,TPIN_58612727,2024-06-29,2024-09-26,2024-10-21,ghost_business,21
149275.99925759417,15901.857020442163,21339.86275794432,52252.90006127136,30913.037303327037,19,5,Self,12721.485616353732,304.7734142904414,2.0273794235906935,1,CLM_322513,TPIN_63357100,2024-03-03,2024-05-31,2024-06-16,inflated_inputs,19
1618200.5573105828,968219.3198669447,103996.99799098211,202522.47182207176,98525.47383108965,41,14,Self,871397.3878802502,60480.79932251595,6.544055352977472,0,CLM_611765,TPIN_72778399,2024-01-12,2024-04-10,2024-04-17,,39
250187.57138660015,205535.5492561693,7144.323540868936,28355.981460179984,21211.65791931105,10,17,Tax Agent,184981.99433055238,8769.588119418833,5.962003866285556,0,CLM_145095,TPIN_36687546,2024-08-07,2024-11-04,2024-11-28,,15
1324409.402796135,274064.8781382328,161566.2450957641,134768.8236200902,0.0,103,22,Self,246658.39032440953,12193.438205473138,7.351234225532005,0,CLM_819979,TPIN_98142226,2024-04-07,2024-07-05,2024-08-03,,48
1753749.89136476,1006111.6725626665,119622.11500833496,211400.5832649405,91778.46825660554,238,20,Tax Agent,905500.5053063999,79860.11131628916,13.561884055114371,0,CLM_292848,TPIN_15422816,2024-04-03,2024-07-01,2024-07-20,,57
101737.62711363596,77130.12681230974,3937.200048212195,11465.371241310242,7528.171193098047,10,24,Self,69417.11413107876,7215.965144540189,2.9638037160681483,0,CLM_652810,TPIN_99578263,2024-11-17,2025-02-14,2025-03-04,,30
7213343.349651407,679628.5040841171,961013.4760879228,765861.4324306464,0.0,161,23,Self,611665.6536757054,72593.26864334155,16.86760782874547,0,CLM_649844,TPIN_69565730,2024-07-29,2024-10-26,2024-11-11,,31
2065605.6754211648,397501.5531413792,228031.0050092163,203936.2306602411,0.0,66,25,Tax Agent,357751.3978272413,21400.47409784608,2.8830506133555778,0,CLM_825166,TPIN_41767889,2024-03-22,2024-06-19,2024-07-18,,46
400140.6007319333,61458.995079054,54189.0569044607,117213.61037574141,63024.55347128071,8,6,Self,49167.1960632432,10017.06127426852,2.9056541628447476,1,CLM_756887,TPIN_39730681,2024-07-16,2024-10-13,2024-10-26,inflated_inputs,13
140326.9737004335,67297.48326239869,11684.71847008557,24487.483833404956,12802.765363319386,6,1,Self,53837.98660991895,6808.239662496714,0.73234321930524,1,CLM_654665,TPIN_14300321,2024-01-12,2024-04-10,2024-05-09,ghost_business,5
2612823.2668656814,2311026.1931321425,48287.53179736622,276510.3929163592,228222.86111899297,483,19,Tax Agent,2079923.5738189283,122446.31538521768,10.851933149275197,0,CLM_566966,TPIN_60897640,2024-04-22,2024-07-20,2024-08-14,,57
1062947.11305968,228735.31874592663,131703.16248269047,118849.7519945191,0.0,52,8,Self,205861.78687133398,63189.744198390676,10.281859385172723,0,CLM_802240,TPIN_13910936,2024-03-02,2024-05-30,2024-06-21,,42
122487.9111127002,2539.6431704157385,19191.722870765512,38488.18435848886,19296.46148772335,8,4,Self,2031.7145363325908,1347.2781887280153,0.8685344162110684,1,CLM_136555,TPIN_46272787,2024-07-06,2024-10-03,2024-10-09,inflated_inputs,17
1041498.8795452318,866903.2586190166,27935.299348194432,140098.48920490683,112163.1898567124,22,16,Tax Agent,780212.932757115,56797.618980322135,16.848809077534305,0,CLM_127386,TPIN_47388856,2024-06-09,2024-09-06,2024-09-17,,20
1609896.8772056121,1231134.2481507626,60602.02064877592,207823.32366103888,147221.30301226297,44,29,Tax Agent,1108020.8233356865,156227.20696506536,12.615277026011658,0,CLM_909471,TPIN_71729861,2024-07-01,2024-09-28,2024-10-07,,47
1363865.7011260944,898433.6940993384,74469.12112428097,184978.135411609,110509.01428732803,30,28,Self,808590.3246894046,110531.40919213646,2.497089030720862,0,CLM_835268,TPIN_17309356,2024-02-07,2024-05-06,2024-05-21,,54
1143454.9710762608,967266.9568516999,28190.082275929748,141544.7234566997,113354.64118076995,213,25,Self,870540.2611665298,12726.157883879474,12.433510199612357,0,CLM_894077,TPIN_89732469,2024-03-05,2024-06-02,2024-06-27,,48
192119.56532760157,23798.591488978727,26931.355814179653,56539.26199228162,29607.90617810197,8,6,Self,19038.873191182982,4511.667218003601,1.9252339239708123,1,CLM_968595,TPIN_58035848,2024-03-18,2024-06-15,2024-07-08,inflated_inputs,13
421890.3934965724,314813.0860152362,17132.369197013788,53221.98955176817,36089.620354754385,16,27,Tax Agent,283331.7774137126,35395.38461080735,7.815279231303521,0,CLM_384732,TPIN_56986677,2024-11-24,2025-02-21,2025-03-18,,45
351002.4616807065,285632.9027984797,10459.129421156282,42796.280414968765,32337.150993812484,10,20,Self,257069.61251863174,2379.6701828747096,11.057945729293317,0,CLM_924743,TPIN_64558308,2024-11-27,2025-02-24,2025-03-03,,56
639545.7296900408,327284.75386897003,49961.75613137132,82449.17244997602,32487.416318604694,44,12,Self,294556.27848207304,18961.877351647847,8.063129033499859,0,CLM_195665,TPIN_83007749,2024-08-10,2024-11-07,2024-12-04,,25
263904.5631814488,38936.089033617616,35994.95586365299,73369.24128003766,37374.28541638467,8,3,Self,31148.871226894094,5201.428132897295,2.434586818788631,1,CLM_544966,TPIN_73038065,2024-11-28,2025-02-25,2025-03-09,inflated_inputs,14
886484.2652107922,770417.1741562245,18570.734568730837,89685.53134168519,71114.79677295435,45,9,Self,693375.456740602,56369.27631272876,18.04272768047717,0,CLM_138130,TPIN_56600789,2024-03-15,2024-06-12,2024-07-04,,43
183782.3078038044,22950.52034629575,25896.465387809494,20264.361596361385,0.0,26,14,Tax Agent,20655.468311666176,3853.736311014232,9.392287394185091,0,CLM_290271,TPIN_98487398,2024-09-23,2024-12-21,2024-12-28,,51
188615.1262253852,147690.0671236801,6548.0094562728145,15684.630734006423,9136.621277733608,7,3,Self,118152.0536989441,7865.161414438941,0.2484538731883372,1,CLM_763972,TPIN_46574248,2024-10-26,2025-01-23,2025-02-17,ghost_business,12
349696.29479900724,290861.3129859463,9413.59709008975,36233.24969886426,26819.652608774508,10,26,Tax Agent,261775.1816873517,28388.580150024623,15.719142569269604,0,CLM_324062,TPIN_37320962,2024-01-26,2024-04-24,2024-05-23,,14
265416.20909739553,29755.585842544282,36268.43258564422,31176.167716584947,0.0,10,9,Self,26780.027258289854,25771.7055124526,14.76446584806966,0,CLM_373132,TPIN_72626182,2024-06-04,2024-09-01,2024-09-06,,51
1837839.6548848439,1143909.2338815108,111028.86736053329,217003.0743065109,105974.20694597762,45,14,Tax Agent,1029518.3104933597,86214.38348556736,6.128583986678103,0,CLM_132101,TPIN_30974295,2024-11-04,2025-02-01,2025-02-28,,30
8420212.278906528,2094489.2477758792,1012115.6849809039,1128781.8349991096,116666.15001820575,500,24,Tax Agent,1885040.3229982913,706795.4343215715,7.926963126004237,0,CLM_127005,TPIN_19161479,2024-01-22,2024-04-20,2024-05-09,,14
418968.22157666576,330165.6166843161,14208.41678277595,41664.47531216126,27456.058529385307,16,22,Tax Agent,297149.05501588446,16772.5493012076,2.3254596597023376,0,CLM_410258,TPIN_35648274,2024-10-30,2025-01-27,2025-02-19,,47
389118.9781420697,294806.0243243804,15090.072610830292,49911.98251557682,34821.90990474653,12,4,Self,235844.81945950433,13926.127582877147,0.39845488222592773,1,CLM_181604,TPIN_52658836,2024-11-12,2025-02-09,2025-02-25,fake_exports,14
402220.4554172195,237921.14863767562,26287.88908472702,39851.67949562561,13563.790410898593,22,29,Self,214129.03377390807,11890.991575431652,13.238372866408278,0,CLM_209556,TPIN_91752859,2024-08-09,2024-11-06,2024-11-15,,45
621589.3458164048,488930.48895433877,21225.417097930564,65879.13946694238,44653.72236901181,13,12,Self,440037.4400589049,58014.76230597354,17.907716278244575,0,CLM_528734,TPIN_35262572,2024-07-05,2024-10-02,2024-10-24,,56
9864517.596918564,1461859.802761273,1592155.3286695213,1290023.3321466083,0.0,358,13,Self,1315673.8224851456,239885.31945347658,17.788168417921185,0,CLM_243988,TPIN_76186438,2024-09-15,2024-12-13,2025-01-06,,42
1599669.5336229214,884020.6938144092,114503.81436936196,199371.61072414607,84867.7963547841,34,17,Tax Agent,795618.6244329683,28950.331753728704,19.485111692749513,0,CLM_688612,TPIN_38487589,2024-09-24,2024-12-22,2024-12-29,,12
733971.2955483997,105360.72430897981,105134.25578948048,93377.47310474716,0.0,38,19,Tax Agent,94824.65187808183,6038.552443741317,10.781017733792225,0,CLM_578454,TPIN_76505438,2024-01-31,2024-04-29,2024-05-26,,59
