transaction_id,claim_id,taxpayer_id,supplier_tpin,supplier_name,supplier_verified,invoice_number,invoice_date,gross_amount,vat_amount,net_amount,description,payment_method,payment_verified
PUR00010261-0014,CLM00010261,TPIN1000000261,TPIN1000000645,Supplier 0645,Yes,INV-871263,2024-07-14,35483,5677,29806,Services,Cheque,Yes
PUR00010261-0015,CLM00010261,TPIN1000000261,TPIN1000000756,Supplier 0756,Yes,INV-584960,2024-07-18,167526,26804,140722,Equipment,Cheque,Yes
PUR00010262-0001,CLM00010262,TPIN1000000262,TPIN1000000421,Supplier 0421,Yes,INV-518457,2023-11-18,134853,21577,113277,Goods for Resale,Cash,Yes
PUR00010262-0002,CLM00010262,TPIN1000000262,TPIN1000000245,Supplier 0245,Yes,INV-3797,2024-01-02,105089,16814,88274,Raw Materials,Cash,Yes
PUR00010262-0003,CLM00010262,TPIN1000000262,TPIN1000000810,Supplier 0810,Yes,INV-907007,2023-12-01,125350,20056,105294,Equipment,Bank Transfer,Yes
PUR00010262-0004,CLM00010262,TPIN1000000262,TPIN1000000353,Supplier 0353,Yes,INV-444169,2023-11-22,6591,1055,5536,Goods for Resale,Bank Transfer,Yes
PUR00010262-0005,CLM00010262,TPIN1000000262,TPIN1000000687,Supplier 0687,Yes,INV-136317,2024-01-01,59334,9493,49841,Goods for Resale,Cash,Yes
PUR00010262-0006,CLM00010262,TPIN1000000262,TPIN1000000305,Supplier 0305,Yes,INV-547078,2023-12-01,55492,8879,46613,Goods for Resale,Bank Transfer,Yes
PUR00010262-0007,CLM00010262,TPIN1000000262,TPIN1000000916,Supplier 0916,Yes,INV-774680,2023-12-17,75711,12114,63598,Goods for Resale,Bank Transfer,Yes
PUR00010262-0008,CLM00010262,TPIN1000000262,TPIN1000000183,Supplier 0183,Yes,INV-196625,2023-11-09,105562,16890,88672,Services,Bank Transfer,Yes
PUR00010262-0009,CLM00010262,TPIN1000000262,TPIN1000000990,Supplier 0990,Yes,INV-847375,2023-12-04,7327,1172,6154,Services,Cash,Yes
PUR00010262-0010,CLM00010262,TPIN1000000262,TPIN1000000981,Supplier 0981,Yes,INV-738076,2023-12-22,120275,19244,101031,Equipment,Bank Transfer,Yes
PUR00010262-0011,CLM00010262,TPIN1000000262,TPIN1000000470,Supplier 0470,Yes,INV-112218,2023-10-27,30494,4879,25615,Goods for Resale,Cash,Yes
PUR00010262-0012,CLM00010262,TPIN1000000262,TPIN1000000415,Supplier 0415,Yes,INV-946892,2023-12-04,51401,8224,43177,Equipment,Cash,Yes
PUR00010262-0013,CLM00010262,TPIN1000000262,TPIN1000000587,Supplier 0587,Yes,INV-269028,2023-12-31,122210,19554,102656,Equipment,Cash,Yes
PUR00010262-0014,CLM00010262,TPIN1000000262,TPIN1000000690,Supplier 0690,Yes,INV-107745,2023-11-03,145052,23208,121844,Equipment,Cash,Yes
PUR00010262-0015,CLM00010262,TPIN1000000262,TPIN1000000284,Supplier 0284,Yes,INV-370411,2023-12-11,187335,29974,157361,Services,Bank Transfer,Yes
PUR00010262-0016,CLM00010262,TPIN1000000262,TPIN1000000496,Supplier 0496,Yes,INV-578338,2023-11-14,102071,16331,85739,Services,Cheque,Yes
PUR00010262-0017,CLM00010262,TPIN1000000262,TPIN1000000211,Supplier 0211,Yes,INV-304638,2023-11-17,137645,22023,115621,Equipment,Bank Transfer,Yes
PUR00010263-0001,CLM00010263,TPIN1000000263,TPIN1000000950,Supplier 0950,Yes,INV-278187,2023-11-30,185556,29689,155867,Goods for Resale,Cash,Yes
PUR00010263-0002,CLM00010263,TPIN1000000263,TPIN1000000280,Supplier 0280,Yes,INV-387995,2024-02-11,141521,22643,118878,Equipment,Bank Transfer,Yes
PUR00010263-0003,CLM00010263,TPIN1000000263,TPIN1000000135,Supplier 0135,Yes,INV-224155,2024-01-28,195666,31307,164360,Goods for Resale,Cash,Yes
PUR00010263-0004,CLM00010263,TPIN1000000263,TPIN1000000540,Supplier 0540,Yes,INV-58395,2023-12-24,186124,29780,156344,Services,Cash,Yes
PUR00010263-0005,CLM00010263,TPIN1000000263,TPIN1000000728,Supplier 0728,Yes,INV-997161,2024-02-03,58194,9311,48883,Goods for Resale,Bank Transfer,Yes
PUR00010263-0006,CLM00010263,TPIN1000000263,TPIN1000000808,Supplier 0808,Yes,INV-240633,2023-12-29,176393,28223,148170,Goods for Resale,Bank Transfer,Yes
PUR00010263-0007,CLM00010263,TPIN1000000263,TPIN1000000369,Supplier 0369,Yes,INV-369185,2024-01-24,66449,10632,55817,Equipment,Bank Transfer,Yes
PUR00010263-0008,CLM00010263,TPIN1000000263,TPIN1000000113,Supplier 0113,Yes,INV-287388,2023-12-16,115484,18477,97006,Raw Materials,Cheque,Yes
PUR00010263-0009,CLM00010263,TPIN1000000263,TPIN1000000217,Supplier 0217,Yes,INV-555797,2024-01-01,150306,24049,126257,Services,Cheque,Yes
PUR00010263-0010,CLM00010263,TPIN1000000263,TPIN1000000911,Supplier 0911,Yes,INV-779805,2023-11-23,101463,16234,85229,Services,Cheque,Yes
PUR00010263-0011,CLM00010263,TPIN1000000263,TPIN1000000219,Supplier 0219,Yes,INV-696236,2023-12-25,123511,19762,103749,Equipment,Cash,Yes
PUR00010263-0012,CLM00010263,TPIN1000000263,TPIN1000000031,Supplier 0031,Yes,INV-842666,2024-01-21,8994,1439,7555,Goods for Resale,Cheque,Yes
PUR00010263-0013,CLM00010263,TPIN1000000263,TPIN1000000601,Supplier 0601,Yes,INV-199220,2023-12-20,165014,26402,138612,Services,Bank Transfer,Yes
PUR00010263-0014,CLM00010263,TPIN1000000263,TPIN1000000240,Supplier 0240,Yes,INV-442859,2023-12-26,67505,10801,56704,Equipment,Bank Transfer,Yes
PUR00010263-0015,CLM00010263,TPIN1000000263,TPIN1000000272,Supplier 0272,Yes,INV-629507,2023-11-20,75937,12150,63787,Raw Materials,Cheque,Yes
PUR00010263-0016,CLM00010263,TPIN1000000263,TPIN1000000831,Supplier 0831,Yes,INV-739135,2023-12-26,203450,32552,170898,Goods for Resale,Cash,Yes
PUR00010263-0017,CLM00010263,TPIN1000000263,TPIN1000000696,Supplier 0696,Yes,INV-587970,2023-12-15,152973,24476,128497,Equipment,Bank Transfer,Yes
PUR00010263-0018,CLM00010263,TPIN1000000263,TPIN1000000631,Supplier 0631,Yes,INV-617994,2023-12-01,94092,15055,79037,Goods for Resale,Bank Transfer,Yes
PUR00010263-0019,CLM00010263,TPIN1000000263,TPIN1000000404,Supplier 0404,Yes,INV-320465,2024-01-19,173699,27792,145907,Equipment,Cash,Yes
PUR00010264-0001,CLM00010264,TPIN1000000264,TPIN1000000397,Supplier 0397,Yes,INV-972635,2024-05-27,27670,4427,23243,Equipment,Bank Transfer,Yes
PUR00010264-0002,CLM00010264,TPIN1000000264,TPIN1000000180,Supplier 0180,Yes,INV-799669,2024-06-24,92360,14778,77582,Raw Materials,Cheque,Yes
PUR00010264-0003,CLM00010264,TPIN1000000264,TPIN1000000780,Supplier 0780,Yes,INV-14050,2024-05-31,46920,7507,39413,Services,Cash,Yes
PUR00010264-0004,CLM00010264,TPIN1000000264,TPIN1000000811,Supplier 0811,Yes,INV-918598,2024-05-21,16632,2661,13971,Raw Materials,Cheque,Yes
PUR00010264-0005,CLM00010264,TPIN1000000264,TPIN1000000558,Supplier 0558,Yes,INV-657726,2024-04-24,36616,5859,30758,Raw Materials,Bank Transfer,Yes
PUR00010264-0006,CLM00010264,TPIN1000000264,TPIN1000000315,Supplier 0315,Yes,INV-961486,2024-07-02,126311,20210,106101,Raw Materials,Cash,Yes
PUR00010264-0007,CLM00010264,TPIN1000000264,TPIN1000000811,Supplier 0811,Yes,INV-592554,2024-05-07,128608,20577,108031,Equipment,Cheque,Yes
PUR00010265-0001,CLM00010265,TPIN1000000265,TPIN1000000609,Supplier 0609,Yes,INV-732575,2024-01-27,76071,12171,63900,Raw Materials,Bank Transfer,Yes
PUR00010265-0002,CLM00010265,TPIN1000000265,TPIN1000000260,Supplier 0260,Yes,INV-527839,2024-01-14,39513,6322,33191,Raw Materials,Bank Transfer,Yes
PUR00010265-0003,CLM00010265,TPIN1000000265,TPIN1000000734,Supplier 0734,Yes,INV-326437,2024-03-31,57195,9151,48044,Services,Bank Transfer,Yes
PUR00010265-0004,CLM00010265,TPIN1000000265,TPIN1000000286,Supplier 0286,Yes,INV-542601,2024-01-18,29684,4749,24935,Raw Materials,Cash,Yes
PUR00010265-0005,CLM00010265,TPIN1000000265,TPIN1000000965,Supplier 0965,Yes,INV-444594,2024-01-10,46471,7435,39036,Goods for Resale,Cheque,Yes
PUR00010265-0006,CLM00010265,TPIN1000000265,TPIN1000000965,Supplier 0965,Yes,INV-358469,2024-02-06,71937,11510,60427,Raw Materials,Cash,Yes
PUR00010265-0007,CLM00010265,TPIN1000000265,TPIN1000000836,Supplier 0836,Yes,INV-28554,2024-01-06,11620,1859,9761,Equipment,Cash,Yes
PUR00010265-0008,CLM00010265,TPIN1000000265,TPIN1000000764,Supplier 0764,Yes,INV-792293,2024-03-16,138885,22222,116663,Services,Bank Transfer,Yes
PUR00010265-0009,CLM00010265,TPIN1000000265,TPIN1000000984,Supplier 0984,Yes,INV-240326,2024-01-19,190003,30400,159602,Goods for Resale,Cheque,Yes
PUR00010266-0001,CLM00010266,TPIN1000000266,TPIN1000000506,Supplier 0506,Yes,INV-969933,2024-06-20,94507,15121,79386,Services,Cash,Yes
PUR00010266-0002,CLM00010266,TPIN1000000266,TPIN1000000939,Supplier 0939,Yes,INV-209293,2024-06-16,134900,21584,113316,Services,Cash,Yes
PUR00010266-0003,CLM00010266,TPIN1000000266,TPIN1000000839,Supplier 0839,Yes,INV-158006,2024-05-19,26200,4192,22008,Goods for Resale,Bank Transfer,Yes
PUR00010266-0004,CLM00010266,TPIN1000000266,TPIN1000000487,Supplier 0487,Yes,INV-377495,2024-06-09,24344,3895,20449,Goods for Resale,Bank Transfer,Yes
PUR00010266-0005,CLM00010266,TPIN1000000266,TPIN1000000221,Supplier 0221,Yes,INV-751797,2024-04-11,91837,14694,77143,Equipment,Bank Transfer,Yes
PUR00010266-0006,CLM00010266,TPIN1000000266,TPIN1000000241,Supplier 0241,Yes,INV-306265,2024-06-19,13174,2108,11066,Raw Materials,Bank Transfer,Yes
PUR00010266-0007,CLM00010266,TPIN1000000266,TPIN1000000367,Supplier 0367,Yes,INV-926095,2024-05-08,80804,12929,67875,Goods for Resale,Cash,Yes
PUR00010266-0008,CLM00010266,TPIN1000000266,TPIN1000000759,Supplier 0759,Yes,INV-714498,2024-04-14,188149,30104,158045,Services,Bank Transfer,Yes
PUR00010266-0009,CLM00010266,TPIN1000000266,TPIN1000000539,Supplier 0539,Yes,INV-958650,2024-04-13,98391,15743,82648,Services,Bank Transfer,Yes
PUR00010267-0001,CLM00010267,TPIN1000000267,TPIN1000000277,Supplier 0277,Yes,INV-912329,2024-10-19,37877,6060,31817,Equipment,Cash,Yes
PUR00010267-0002,CLM00010267,TPIN1000000267,TPIN1000000664,Supplier 0664,Yes,INV-373614,2024-09-08,168481,26957,141524,Services,Cash,Yes
PUR00010267-0003,CLM00010267,TPIN1000000267,TPIN1000000321,Supplier 0321,Yes,INV-996740,2024-09-05,133556,21369,112187,Services,Cash,Yes
PUR00010267-0004,CLM00010267,TPIN1000000267,TPIN1000000413,Supplier 0413,Yes,INV-350305,2024-10-15,199318,31891,167427,Raw Materials,Cash,Yes
PUR00010267-0005,CLM00010267,TPIN1000000267,TPIN1000000826,Supplier 0826,Yes,INV-854895,2024-11-13,13719,2195,11524,Goods for Resale,Bank Transfer,Yes
PUR00010267-0006,CLM00010267,TPIN1000000267,TPIN1000000251,Supplier 0251,Yes,INV-311005,2024-10-11,185303,29649,155655,Services,Cheque,Yes
PUR00010267-0007,CLM00010267,TPIN1000000267,TPIN1000000103,Supplier 0103,Yes,INV-526342,2024-10-27,122964,19674,103290,Goods for Resale,Cheque,Yes
PUR00010267-0008,CLM00010267,TPIN1000000267,TPIN1000000346,Supplier 0346,Yes,INV-946616,2024-08-27,133742,21399,112343,Services,Cheque,Yes
PUR00010267-0009,CLM00010267,TPIN1000000267,TPIN1000000444,Supplier 0444,Yes,INV-428327,2024-10-14,170716,27315,143402,Services,Cash,Yes
PUR00010267-0010,CLM00010267,TPIN1000000267,TPIN1000000446,Supplier 0446,Yes,INV-301699,2024-10-06,145668,23307,122361,Goods for Resale,Cash,Yes
PUR00010267-0011,CLM00010267,TPIN1000000267,TPIN1000000682,Supplier 0682,Yes,INV-391901,2024-11-04,106751,17080,89671,Raw Materials,Cash,Yes
PUR00010267-0012,CLM00010267,TPIN1000000267,TPIN1000000391,Supplier 0391,Yes,INV-211122,2024-11-14,5560,890,4670,Equipment,Cash,Yes
PUR00010267-0013,CLM00010267,TPIN1000000267,TPIN1000000526,Supplier 0526,Yes,INV-741580,2024-11-09,122758,19641,103117,Goods for Resale,Bank Transfer,Yes
PUR00010268-0001,CLM00010268,TPIN1000000268,TPIN1000000350,Supplier 0350,Yes,INV-318598,2024-06-29,143981,23037,120944,Equipment,Cash,Yes
PUR00010268-0002,CLM00010268,TPIN1000000268,TPIN1000000671,Supplier 0671,Yes,INV-432572,2024-08-07,67138,10742,56396,Equipment,Bank Transfer,Yes
PUR00010268-0003,CLM00010268,TPIN1000000268,TPIN1000000476,Supplier 0476,Yes,INV-934051,2024-08-31,204781,32765,172016,Raw Materials,Cash,Yes
PUR00010268-0004,CLM00010268,TPIN1000000268,TPIN1000000174,Supplier 0174,Yes,INV-594289,2024-08-25,191663,30666,160997,Goods for Resale,Bank Transfer,Yes
PUR00010268-0005,CLM00010268,TPIN1000000268,TPIN1000000912,Supplier 0912,Yes,INV-611490,2024-07-10,74866,11979,62887,Raw Materials,Cash,Yes
PUR00010268-0006,CLM00010268,TPIN1000000268,TPIN1000000515,Supplier 0515,Yes,INV-535070,2024-08-21,173206,27713,145493,Equipment,Bank Transfer,Yes
PUR00010268-0007,CLM00010268,TPIN1000000268,TPIN1000000822,Supplier 0822,Yes,INV-244086,2024-08-30,102972,16476,86496,Goods for Resale,Cash,Yes
PUR00010268-0008,CLM00010268,TPIN1000000268,TPIN1000000447,Supplier 0447,Yes,INV-970693,2024-06-25,15360,2458,12903,Services,Cash,Yes
PUR00010268-0009,CLM00010268,TPIN1000000268,TPIN1000000521,Supplier 0521,Yes,INV-739969,2024-09-15,13122,2100,11023,Raw Materials,Cash,Yes
PUR00010268-0010,CLM00010268,TPIN1000000268,TPIN1000000013,Supplier 0013,Yes,INV-447487,2024-06-25,199171,31867,167304,Raw Materials,Cheque,Yes
PUR00010268-0011,CLM00010268,TPIN1000000268,TPIN1000000043,Supplier 0043,Yes,INV-132474,2024-07-18,80491,12879,67613,Equipment,Cash,Yes
PUR00010268-0012,CLM00010268,TPIN1000000268,TPIN1000000130,Supplier 0130,Yes,INV-642782,2024-08-05,140018,22403,117615,Services,Bank Transfer,Yes
PUR00010268-0013,CLM00010268,TPIN1000000268,TPIN1000000894,Supplier 0894,Yes,INV-326167,2024-07-22,95157,15225,79932,Equipment,Cheque,Yes
PUR00010269-0001,CLM00010269,TPIN1000000269,TPIN1000000659,Supplier 0659,Yes,INV-713619,2024-05-14,128734,20597,108137,Services,Cheque,Yes
PUR00010269-0002,CLM00010269,TPIN1000000269,TPIN1000000419,Supplier 0419,Yes,INV-920336,2024-03-23,34372,5499,28872,Equipment,Cheque,Yes
PUR00010269-0003,CLM00010269,TPIN1000000269,TPIN1000000155,Supplier 0155,Yes,INV-743583,2024-04-06,133099,21296,111803,Raw Materials,Cash,Yes
PUR00010269-0004,CLM00010269,TPIN1000000269,TPIN1000000622,Supplier 0622,Yes,INV-39707,2024-05-14,82368,13179,69189,Services,Cash,Yes
PUR00010269-0005,CLM00010269,TPIN1000000269,TPIN1000000477,Supplier 0477,Yes,INV-46185,2024-04-05,119943,19191,100752,Goods for Resale,Cheque,Yes
PUR00010269-0006,CLM00010269,TPIN1000000269,TPIN1000000882,Supplier 0882,Yes,INV-436881,2024-04-09,145422,23267,122154,Goods for Resale,Bank Transfer,Yes
PUR00010269-0007,CLM00010269,TPIN1000000269,TPIN1000000103,Supplier 0103,Yes,INV-929293,2024-05-21,147302,23568,123734,Raw Materials,Cash,Yes
PUR00010269-0008,CLM00010269,TPIN1000000269,TPIN1000000357,Supplier 0357,Yes,INV-276873,2024-04-19,192784,30845,161939,Raw Materials,Cash,Yes
PUR00010269-0009,CLM00010269,TPIN1000000269,TPIN1000000410,Supplier 0410,Yes,INV-711568,2024-05-08,95857,15337,80520,Services,Bank Transfer,Yes
PUR00010269-0010,CLM00010269,TPIN1000000269,TPIN1000000385,Supplier 0385,Yes,INV-550504,2024-03-24,12265,1962,10302,Services,Cheque,Yes
PUR00010270-0001,CLM00010270,TPIN1000000270,TPIN1000000584,Supplier 0584,Yes,INV-112204,2024-03-27,160855,25737,135118,Equipment,Cash,Yes
PUR00010270-0002,CLM00010270,TPIN1000000270,TPIN1000000554,Supplier 0554,Yes,INV-617775,2024-02-23,160479,25677,134802,Services,Cash,Yes
PUR00010270-0003,CLM00010270,TPIN1000000270,TPIN1000000168,Supplier 0168,Yes,INV-901215,2024-04-30,147501,23600,123901,Goods for Resale,Cash,Yes
PUR00010270-0004,CLM00010270,TPIN1000000270,TPIN1000000962,Supplier 0962,Yes,INV-329333,2024-02-03,118800,19008,99792,Goods for Resale,Cheque,Yes
PUR00010270-0005,CLM00010270,TPIN1000000270,TPIN1000000013,Supplier 0013,Yes,INV-584736,2024-03-15,87904,14065,73839,Raw Materials,Cheque,Yes
PUR00010270-0006,CLM00010270,TPIN1000000270,TPIN1000000483,Supplier 0483,Yes,INV-286882,2024-02-18,202248,32360,169888,Goods for Resale,Cash,Yes
PUR00010270-0007,CLM00010270,TPIN1000000270,TPIN1000000688,Supplier 0688,Yes,INV-336255,2024-03-19,33310,5330,27981,Goods for Resale,Cheque,Yes
PUR00010270-0008,CLM00010270,TPIN1000000270,TPIN1000000080,Supplier 0080,Yes,INV-407797,2024-04-28,85620,13699,71921,Services,Bank Transfer,Yes
PUR00010270-0009,CLM00010270,TPIN1000000270,TPIN1000000184,Supplier 0184,Yes,INV-242525,2024-02-08,196446,31431,165015,Services,Bank Transfer,Yes
PUR00010270-0010,CLM00010270,TPIN1000000270,TPIN1000000913,Supplier 0913,Yes,INV-955299,2024-04-25,123353,19737,103617,Equipment,Cheque,Yes
PUR00010270-0011,CLM00010270,TPIN1000000270,TPIN1000000989,Supplier 0989,Yes,INV-10161,2024-02-23,176879,28301,148579,Raw Materials,Cheque,Yes
PUR00010270-0012,CLM00010270,TPIN1000000270,TPIN1000000458,Supplier 0458,Yes,INV-318413,2024-02-22,11806,1889,9917,Equipment,Bank Transfer,Yes
PUR00010270-0013,CLM00010270,TPIN1000000270,TPIN1000000658,Supplier 0658,Yes,INV-446768,2024-02-01,181160,28986,152175,Raw Materials,Cheque,Yes
PUR00010270-0014,CLM00010270,TPIN1000000270,TPIN1000000613,Supplier 0613,Yes,INV-546579,2024-02-09,169101,27056,142045,Services,Bank Transfer,Yes
PUR00010270-0015,CLM00010270,TPIN1000000270,TPIN1000000661,Supplier 0661,Yes,INV-485031,2024-04-28,126483,20237,106246,Equipment,Cheque,Yes
PUR00010270-0016,CLM00010270,TPIN1000000270,TPIN1000000531,Supplier 0531,Yes,INV-553354,2024-04-02,70629,11301,59328,Services,Cheque,Yes
PUR00010271-0001,CLM00010271,TPIN1000000271,TPIN1000000858,Supplier 0858,Yes,INV-45539,2024-03-18,117563,18810,98753,Equipment,Cash,Yes
PUR00010271-0002,CLM00010271,TPIN1000000271,TPIN1000000542,Supplier 0542,Yes,INV-675993,2024-03-11,148532,23765,124766,Equipment,Cash,Yes
PUR00010271-0003,CLM00010271,TPIN1000000271,TPIN1000000198,Supplier 0198,Yes,INV-405022,2024-03-30,139128,22260,116868,Services,Cheque,Yes
PUR00010271-0004,CLM00010271,TPIN1000000271,TPIN1000000014,Supplier 0014,Yes,INV-899783,2024-03-30,15742,2519,13223,Equipment,Cash,Yes
PUR00010271-0005,CLM00010271,TPIN1000000271,TPIN1000000924,Supplier 0924,Yes,INV-878514,2024-04-25,110171,17627,92544,Equipment,Cheque,Yes
PUR00010271-0006,CLM00010271,TPIN1000000271,TPIN1000000796,Supplier 0796,Yes,INV-854941,2024-02-20,193935,31030,162906,Equipment,Cash,Yes
PUR00010271-0007,CLM00010271,TPIN1000000271,TPIN1000000174,Supplier 0174,Yes,INV-514177,2024-04-26,65547,10487,55059,Equipment,Cheque,Yes
PUR00010272-0001,CLM00010272,TPIN1000000272,TPIN1000000415,Supplier 0415,Yes,INV-350692,2024-02-13,39350,6296,33054,Raw Materials,Cheque,Yes
PUR00010272-0002,CLM00010272,TPIN1000000272,TPIN1000000114,Supplier 0114,Yes,INV-419398,2024-04-28,177113,28338,148775,Equipment,Cheque,Yes
PUR00010272-0003,CLM00010272,TPIN1000000272,TPIN1000000992,Supplier 0992,Yes,INV-268403,2024-04-26,184237,29478,154759,Goods for Resale,Cash,Yes
PUR00010272-0004,CLM00010272,TPIN1000000272,TPIN1000000846,Supplier 0846,Yes,INV-240872,2024-03-30,165750,26520,139230,Goods for Resale,Cheque,Yes
PUR00010272-0005,CLM00010272,TPIN1000000272,TPIN1000000275,Supplier 0275,Yes,INV-284353,2024-04-06,118466,18954,99511,Equipment,Cheque,Yes
PUR00010272-0006,CLM00010272,TPIN1000000272,TPIN1000000623,Supplier 0623,Yes,INV-554391,2024-04-06,80261,12842,67419,Goods for Resale,Cheque,Yes
PUR00010272-0007,CLM00010272,TPIN1000000272,TPIN1000000559,Supplier 0559,Yes,INV-634497,2024-02-07,124286,19886,104400,Raw Materials,Cash,Yes
PUR00010272-0008,CLM00010272,TPIN1000000272,TPIN1000000957,Supplier 0957,Yes,INV-270914,2024-03-25,18956,3033,15923,Goods for Resale,Cash,Yes
PUR00010272-0009,CLM00010272,TPIN1000000272,TPIN1000000222,Supplier 0222,Yes,INV-11446,2024-02-18,42569,6811,35758,Equipment,Bank Transfer,Yes
PUR00010273-0001,CLM00010273,TPIN1000000273,TPIN1000000881,Supplier 0881,Yes,INV-125720,2024-08-15,183639,29382,154257,Services,Bank Transfer,Yes
PUR00010273-0002,CLM00010273,TPIN1000000273,TPIN1000000207,Supplier 0207,Yes,INV-175101,2024-05-18,102279,16365,85914,Raw Materials,Cheque,Yes
PUR00010273-0003,CLM00010273,TPIN1000000273,TPIN1000000002,Supplier 0002,Yes,INV-133034,2024-05-22,192085,30734,161351,Equipment,Cheque,Yes
PUR00010273-0004,CLM00010273,TPIN1000000273,TPIN1000000695,Supplier 0695,Yes,INV-502390,2024-06-13,40760,6522,34239,Equipment,Bank Transfer,Yes
PUR00010273-0005,CLM00010273,TPIN1000000273,TPIN1000000119,Supplier 0119,Yes,INV-541710,2024-05-27,89093,14255,74838,Goods for Resale,Bank Transfer,Yes
PUR00010274-0001,CLM00010274,TPIN1000000274,TPIN1000000804,Supplier 0804,Yes,INV-752613,2024-05-24,196087,31374,164713,Raw Materials,Cash,Yes
PUR00010274-0002,CLM00010274,TPIN1000000274,TPIN1000000338,Supplier 0338,Yes,INV-860026,2024-04-27,128630,20581,108049,Goods for Resale,Cheque,Yes
PUR00010274-0003,CLM00010274,TPIN1000000274,TPIN1000000770,Supplier 0770,Yes,INV-630255,2024-04-26,132287,21166,111121,Goods for Resale,Bank Transfer,Yes
PUR00010274-0004,CLM00010274,TPIN1000000274,TPIN1000000875,Supplier 0875,Yes,INV-78138,2024-04-28,146642,23463,123179,Equipment,Cash,Yes
PUR00010274-0005,CLM00010274,TPIN1000000274,TPIN1000000798,Supplier 0798,Yes,INV-184898,2024-05-24,130104,20817,109287,Goods for Resale,Bank Transfer,Yes
PUR00010274-0006,CLM00010274,TPIN1000000274,TPIN1000000879,Supplier 0879,Yes,INV-451649,2024-06-01,16834,2694,14141,Services,Bank Transfer,Yes
PUR00010274-0007,CLM00010274,TPIN1000000274,TPIN1000000501,Supplier 0501,Yes,INV-4726,2024-04-20,34457,5513,28944,Goods for Resale,Bank Transfer,Yes
PUR00010274-0008,CLM00010274,TPIN1000000274,TPIN1000000594,Supplier 0594,Yes,INV-878099,2024-04-27,77127,12340,64787,Services,Bank Transfer,Yes
PUR00010274-0009,CLM00010274,TPIN1000000274,TPIN1000000142,Supplier 0142,Yes,INV-741318,2024-04-14,126292,20207,106085,Services,Cheque,Yes
PUR00010274-0010,CLM00010274,TPIN1000000274,TPIN1000000740,Supplier 0740,Yes,INV-712718,2024-06-23,175667,28107,147560,Equipment,Bank Transfer,Yes
PUR00010274-0011,CLM00010274,TPIN1000000274,TPIN1000000117,Supplier 0117,Yes,INV-764316,2024-05-26,54210,8674,45537,Goods for Resale,Bank Transfer,Yes
PUR00010274-0012,CLM00010274,TPIN1000000274,TPIN1000000471,Supplier 0471,Yes,INV-393935,2024-06-19,78346,12535,65810,Services,Cheque,Yes
PUR00010274-0013,CLM00010274,TPIN1000000274,TPIN1000000730,Supplier 0730,Yes,INV-357417,2024-04-15,115639,18502,97137,Services,Cheque,Yes
PUR00010274-0014,CLM00010274,TPIN1000000274,TPIN1000000414,Supplier 0414,Yes,INV-116162,2024-04-09,174515,27922,146593,Equipment,Cash,Yes
PUR00010274-0015,CLM00010274,TPIN1000000274,TPIN1000000689,Supplier 0689,Yes,INV-331267,2024-06-20,79963,12794,67169,Equipment,Cash,Yes
PUR00010274-0016,CLM00010274,TPIN1000000274,TPIN1000000631,Supplier 0631,Yes,INV-446773,2024-04-09,90682,14509,76173,Services,Cheque,Yes
PUR00010274-0017,CLM00010274,TPIN1000000274,TPIN1000000430,Supplier 0430,Yes,INV-142821,2024-05-02,24470,3915,20555,Equipment,Cheque,Yes
PUR00010275-0001,CLM00010275,TPIN1000000275,TPIN1000000855,Supplier 0855,Yes,INV-643913,2024-07-06,187624,30020,157604,Raw Materials,Bank Transfer,Yes
PUR00010275-0002,CLM00010275,TPIN1000000275,TPIN1000000807,Supplier 0807,Yes,INV-528849,2024-07-26,8233,1317,6916,Services,Bank Transfer,Yes
PUR00010275-0003,CLM00010275,TPIN1000000275,TPIN1000000735,Supplier 0735,Yes,INV-378872,2024-06-04,9624,1540,8084,Goods for Resale,Cheque,Yes
PUR00010275-0004,CLM00010275,TPIN1000000275,TPIN1000000558,Supplier 0558,Yes,INV-44337,2024-07-04,145768,23323,122445,Raw Materials,Bank Transfer,Yes
PUR00010275-0005,CLM00010275,TPIN1000000275,TPIN1000000679,Supplier 0679,Yes,INV-882967,2024-07-09,68021,10883,57138,Equipment,Cash,Yes
PUR00010275-0006,CLM00010275,TPIN1000000275,TPIN1000000492,Supplier 0492,Yes,INV-880242,2024-08-04,29766,4763,25004,Equipment,Bank Transfer,Yes
PUR00010275-0007,CLM00010275,TPIN1000000275,TPIN1000000812,Supplier 0812,Yes,INV-602390,2024-07-15,147965,23674,124290,Goods for Resale,Cash,Yes
PUR00010275-0008,CLM00010275,TPIN1000000275,TPIN1000000420,Supplier 0420,Yes,INV-145083,2024-08-02,167082,26733,140349,Raw Materials,Cash,Yes
PUR00010275-0009,CLM00010275,TPIN1000000275,TPIN1000000385,Supplier 0385,Yes,INV-715510,2024-05-29,20791,3327,17464,Raw Materials,Cash,Yes
PUR00010275-0010,CLM00010275,TPIN1000000275,TPIN1000000120,Supplier 0120,Yes,INV-923225,2024-06-12,59531,9525,50006,Goods for Resale,Bank Transfer,Yes
PUR00010275-0011,CLM00010275,TPIN1000000275,TPIN1000000889,Supplier 0889,Yes,INV-138400,2024-05-20,96100,15376,80724,Raw Materials,Cheque,Yes
