transaction_id,claim_id,taxpayer_id,customer_name,customer_country,invoice_number,invoice_date,is_export,gross_amount,vat_amount,net_amount,export_doc_reference,payment_received
SAL00010278-0003,CLM00010278,TPIN1000000278,Zimbabwe Buyer 2,China,SINV-779491,2024-02-09,Yes,24192,0,24192,EXP-382253,Yes
SAL00010278-0004,CLM00010278,TPIN1000000278,Local Customer 3,Zambia,SINV-709766,2024-03-03,No,42167,6747,35420,N/A,Yes
SAL00010278-0005,CLM00010278,TPIN1000000278,Botswana Buyer 4,UAE,SINV-89490,2024-01-22,Yes,303374,0,303374,EXP-363320,Yes
SAL00010278-0006,CLM00010278,TPIN1000000278,Local Customer 5,Zambia,SINV-184712,2024-03-26,No,195625,31300,164325,N/A,Yes
SAL00010278-0007,CLM00010278,TPIN1000000278,Botswana Buyer 6,UK,SINV-100186,2024-02-11,Yes,100001,0,100001,EXP-3330,Yes
SAL00010278-0008,CLM00010278,TPIN1000000278,Local Customer 7,Zambia,SINV-610074,2024-01-28,No,252980,40477,212503,N/A,Yes
SAL00010278-0009,CLM00010278,TPIN1000000278,Local Customer 8,Zambia,SINV-263107,2024-01-26,No,178755,28601,150154,N/A,Yes
SAL00010278-0010,CLM00010278,TPIN1000000278,UAE Buyer 9,South Africa,SINV-940640,2024-01-19,Yes,284935,0,284935,EXP-954380,Yes
SAL00010278-0011,CLM00010278,TPIN1000000278,Local Customer 10,Zambia,SINV-826784,2024-01-29,No,241168,38587,202581,N/A,Yes
SAL00010278-0012,CLM00010278,TPIN1000000278,UAE Buyer 11,South Africa,SINV-126836,2024-02-26,Yes,59448,0,59448,EXP-754061,Yes
SAL00010278-0013,CLM00010278,TPIN1000000278,DRC Buyer 12,China,SINV-323494,2024-04-01,Yes,218076,0,218076,EXP-394486,Yes
SAL00010278-0014,CLM00010278,TPIN1000000278,UAE Buyer 13,UK,SINV-822844,2024-02-07,Yes,168776,0,168776,EXP-206642,Yes
SAL00010278-0015,CLM00010278,TPIN1000000278,Local Customer 14,Zambia,SINV-278576,2024-01-20,No,147858,23657,124200,N/A,Yes
SAL00010278-0016,CLM00010278,TPIN1000000278,Tanzania Buyer 15,Malawi,SINV-566901,2024-01-28,Yes,121420,0,121420,EXP-171565,Yes
SAL00010279-0001,CLM00010279,TPIN1000000279,Tanzania Buyer 0,UAE,SINV-267322,2024-10-01,Yes,293741,0,293741,EXP-787276,Yes
SAL00010279-0002,CLM00010279,TPIN1000000279,China Buyer 1,Malawi,SINV-80790,2024-09-20,Yes,254675,0,254675,EXP-533980,Yes
SAL00010279-0003,CLM00010279,TPIN1000000279,Local Customer 2,Zambia,SINV-671453,2024-11-04,No,11728,1877,9852,N/A,Yes
SAL00010279-0004,CLM00010279,TPIN1000000279,Zimbabwe Buyer 3,South Africa,SINV-123646,2024-09-16,Yes,128675,0,128675,EXP-419056,Yes
SAL00010279-0005,CLM00010279,TPIN1000000279,Tanzania Buyer 4,Botswana,SINV-205526,2024-11-18,Yes,24037,0,24037,EXP-818998,Yes
SAL00010279-0006,CLM00010279,TPIN1000000279,Botswana Buyer 5,Tanzania,SINV-894442,2024-11-17,Yes,151068,0,151068,EXP-369291,Yes
SAL00010279-0007,CLM00010279,TPIN1000000279,Local Customer 6,Zambia,SINV-104134,2024-11-29,No,197521,31603,165917,N/A,Yes
SAL00010279-0008,CLM00010279,TPIN1000000279,Local Customer 7,Zambia,SINV-302810,2024-10-06,No,250249,40040,210209,N/A,Yes
SAL00010280-0001,CLM00010280,TPIN1000000280,Local Customer 0,Zambia,SINV-413932,2024-08-07,No,155484,24877,130607,N/A,Yes
SAL00010280-0002,CLM00010280,TPIN1000000280,UK Buyer 1,China,SINV-642650,2024-08-06,Yes,21517,0,21517,EXP-972889,Yes
SAL00010280-0003,CLM00010280,TPIN1000000280,Botswana Buyer 2,Malawi,SINV-127889,2024-06-24,Yes,28620,0,28620,EXP-354804,Yes
SAL00010280-0004,CLM00010280,TPIN1000000280,Local Customer 3,Zambia,SINV-603860,2024-08-02,No,147368,23579,123789,N/A,Yes
SAL00010280-0005,CLM00010280,TPIN1000000280,Local Customer 4,Zambia,SINV-481538,2024-08-02,No,293526,46964,246562,N/A,Yes
SAL00010280-0006,CLM00010280,TPIN1000000280,Local Customer 5,Zambia,SINV-310242,2024-07-20,No,77714,12434,65280,N/A,Yes
SAL00010280-0007,CLM00010280,TPIN1000000280,Local Customer 6,Zambia,SINV-250170,2024-07-24,No,224738,35958,188780,N/A,Yes
SAL00010280-0008,CLM00010280,TPIN1000000280,Local Customer 7,Zambia,SINV-509001,2024-09-13,No,298949,47832,251117,N/A,Yes
SAL00010280-0009,CLM00010280,TPIN1000000280,Botswana Buyer 8,UAE,SINV-844907,2024-06-30,Yes,99345,0,99345,EXP-731083,Yes
SAL00010280-0010,CLM00010280,TPIN1000000280,Tanzania Buyer 9,China,SINV-394971,2024-08-14,Yes,279094,0,279094,EXP-775657,Yes
SAL00010281-0001,CLM00010281,TPIN1000000281,Local Customer 0,Zambia,SINV-695181,2024-09-05,No,103594,16575,87019,N/A,Yes
SAL00010281-0002,CLM00010281,TPIN1000000281,Local Customer 1,Zambia,SINV-618756,2024-10-14,No,69574,11132,58442,N/A,Yes
SAL00010281-0003,CLM00010281,TPIN1000000281,Malawi Buyer 2,Tanzania,SINV-344192,2024-10-12,Yes,140124,0,140124,EXP-363671,Yes
SAL00010281-0004,CLM00010281,TPIN1000000281,UK Buyer 3,Tanzania,SINV-47400,2024-09-03,Yes,177737,0,177737,EXP-459758,Yes
SAL00010281-0005,CLM00010281,TPIN1000000281,South Africa Buyer 4,Zimbabwe,SINV-923157,2024-08-16,Yes,30578,0,30578,EXP-659302,Yes
SAL00010281-0006,CLM00010281,TPIN1000000281,Local Customer 5,Zambia,SINV-147060,2024-10-10,No,211296,33807,177489,N/A,Yes
SAL00010281-0007,CLM00010281,TPIN1000000281,Tanzania Buyer 6,Zimbabwe,SINV-815440,2024-08-18,Yes,124312,0,124312,EXP-213714,Yes
SAL00010281-0008,CLM00010281,TPIN1000000281,Local Customer 7,Zambia,SINV-747749,2024-09-18,No,273290,43726,229564,N/A,Yes
SAL00010281-0009,CLM00010281,TPIN1000000281,Local Customer 8,Zambia,SINV-899350,2024-08-26,No,161781,25885,135896,N/A,Yes
SAL00010282-0001,CLM00010282,TPIN1000000282,Local Customer 0,Zambia,SINV-763980,2024-02-26,No,86986,13918,73068,N/A,Yes
SAL00010282-0002,CLM00010282,TPIN1000000282,South Africa Buyer 1,South Africa,SINV-466230,2024-01-10,Yes,280591,0,280591,EXP-238987,Yes
SAL00010282-0003,CLM00010282,TPIN1000000282,Local Customer 2,Zambia,SINV-102381,2023-12-12,No,185410,29666,155745,N/A,Yes
SAL00010282-0004,CLM00010282,TPIN1000000282,DRC Buyer 3,Tanzania,SINV-458966,2024-02-28,Yes,151670,0,151670,EXP-805325,Yes
SAL00010282-0005,CLM00010282,TPIN1000000282,South Africa Buyer 4,UK,SINV-151939,2024-02-23,Yes,209791,0,209791,EXP-405407,Yes
SAL00010282-0006,CLM00010282,TPIN1000000282,Local Customer 5,Zambia,SINV-927123,2024-02-08,No,196067,31371,164696,N/A,Yes
SAL00010282-0007,CLM00010282,TPIN1000000282,UAE Buyer 6,China,SINV-663080,2024-01-12,Yes,35662,0,35662,EXP-937737,Yes
SAL00010282-0008,CLM00010282,TPIN1000000282,Local Customer 7,Zambia,SINV-511119,2024-03-06,No,255513,40882,214631,N/A,Yes
SAL00010282-0009,CLM00010282,TPIN1000000282,South Africa Buyer 8,Tanzania,SINV-556294,2024-02-20,Yes,189556,0,189556,EXP-854136,Yes
SAL00010282-0010,CLM00010282,TPIN1000000282,Local Customer 9,Zambia,SINV-706279,2023-12-17,No,53666,8587,45080,N/A,Yes
SAL00010282-0011,CLM00010282,TPIN1000000282,Local Customer 10,Zambia,SINV-752450,2023-12-18,No,223922,35827,188094,N/A,Yes
SAL00010282-0012,CLM00010282,TPIN1000000282,Local Customer 11,Zambia,SINV-271688,2023-12-16,No,254218,40675,213543,N/A,Yes
SAL00010282-0013,CLM00010282,TPIN1000000282,Malawi Buyer 12,Zimbabwe,SINV-418536,2023-12-29,Yes,18403,0,18403,EXP-519468,Yes
SAL00010282-0014,CLM00010282,TPIN1000000282,Zimbabwe Buyer 13,Zimbabwe,SINV-930908,2024-03-04,Yes,120074,0,120074,EXP-419066,Yes
SAL00010282-0015,CLM00010282,TPIN1000000282,China Buyer 14,Tanzania,SINV-10099,2024-01-04,Yes,304642,0,304642,EXP-382582,Yes
SAL00010282-0016,CLM00010282,TPIN1000000282,Local Customer 15,Zambia,SINV-109267,2024-02-06,No,309281,49485,259796,N/A,Yes
SAL00010282-0017,CLM00010282,TPIN1000000282,Local Customer 16,Zambia,SINV-195697,2024-01-29,No,137506,22001,115505,N/A,Yes
SAL00010282-0018,CLM00010282,TPIN1000000282,South Africa Buyer 17,Tanzania,SINV-306043,2024-03-07,Yes,129538,0,129538,EXP-602144,Yes
SAL00010282-0019,CLM00010282,TPIN1000000282,Local Customer 18,Zambia,SINV-232880,2023-12-13,No,128991,20639,108353,N/A,Yes
SAL00010282-0020,CLM00010282,TPIN1000000282,Malawi Buyer 19,Tanzania,SINV-663244,2024-02-22,Yes,138006,0,138006,EXP-178834,Yes
SAL00010282-0021,CLM00010282,TPIN1000000282,Local Customer 20,Zambia,SINV-909957,2024-03-10,No,196968,31515,165453,N/A,Yes
SAL00010282-0022,CLM00010282,TPIN1000000282,Tanzania Buyer 21,Tanzania,SINV-950630,2024-03-10,Yes,112447,0,112447,EXP-770981,Yes
SAL00010282-0023,CLM00010282,TPIN1000000282,Local Customer 22,Zambia,SINV-303717,2023-12-29,No,82604,13217,69388,N/A,Yes
SAL00010282-0024,CLM00010282,TPIN1000000282,Local Customer 23,Zambia,SINV-257142,2024-01-31,No,167182,26749,140433,N/A,Yes
SAL00010282-0025,CLM00010282,TPIN1000000282,DRC Buyer 24,Botswana,SINV-495216,2024-03-04,Yes,32701,0,32701,EXP-82159,Yes
SAL00010282-0026,CLM00010282,TPIN1000000282,South Africa Buyer 25,Tanzania,SINV-216962,2024-03-06,Yes,39935,0,39935,EXP-242915,Yes
SAL00010283-0001,CLM00010283,TPIN1000000283,Local Customer 0,Zambia,SINV-205516,2023-12-15,No,207998,33280,174718,N/A,Yes
SAL00010283-0002,CLM00010283,TPIN1000000283,Local Customer 1,Zambia,SINV-377335,2024-01-09,No,287901,46064,241837,N/A,Yes
SAL00010283-0003,CLM00010283,TPIN1000000283,Local Customer 2,Zambia,SINV-591739,2023-12-18,No,110379,17661,92718,N/A,Yes
SAL00010283-0004,CLM00010283,TPIN1000000283,UAE Buyer 3,Zimbabwe,SINV-364429,2023-12-28,Yes,303074,0,303074,EXP-315077,Yes
SAL00010283-0005,CLM00010283,TPIN1000000283,Zimbabwe Buyer 4,Malawi,SINV-878411,2023-12-24,Yes,112265,0,112265,EXP-853393,Yes
SAL00010283-0006,CLM00010283,TPIN1000000283,Zimbabwe Buyer 5,DRC,SINV-610807,2024-02-11,Yes,281639,0,281639,EXP-7229,Yes
SAL00010283-0007,CLM00010283,TPIN1000000283,Local Customer 6,Zambia,SINV-169275,2023-11-21,No,21874,3500,18375,N/A,Yes
SAL00010283-0008,CLM00010283,TPIN1000000283,DRC Buyer 7,Zimbabwe,SINV-582313,2024-01-07,Yes,161618,0,161618,EXP-981390,Yes
SAL00010283-0009,CLM00010283,TPIN1000000283,Local Customer 8,Zambia,SINV-7348,2023-12-17,No,229907,36785,193122,N/A,Yes
SAL00010283-0010,CLM00010283,TPIN1000000283,Zimbabwe Buyer 9,China,SINV-638725,2023-12-27,Yes,221847,0,221847,EXP-609537,Yes
SAL00010283-0011,CLM00010283,TPIN1000000283,Local Customer 10,Zambia,SINV-721743,2023-12-13,No,272371,43579,228792,N/A,Yes
SAL00010283-0012,CLM00010283,TPIN1000000283,Local Customer 11,Zambia,SINV-529273,2024-01-14,No,258041,41287,216754,N/A,Yes
SAL00010283-0013,CLM00010283,TPIN1000000283,DRC Buyer 12,China,SINV-215270,2023-12-15,Yes,67277,0,67277,EXP-136656,Yes
SAL00010283-0014,CLM00010283,TPIN1000000283,UK Buyer 13,Malawi,SINV-664872,2024-02-11,Yes,235382,0,235382,EXP-752507,Yes
SAL00010283-0015,CLM00010283,TPIN1000000283,Local Customer 14,Zambia,SINV-586613,2024-02-02,No,136673,21868,114806,N/A,Yes
SAL00010283-0016,CLM00010283,TPIN1000000283,Local Customer 15,Zambia,SINV-421148,2023-12-10,No,90582,14493,76089,N/A,Yes
SAL00010283-0017,CLM00010283,TPIN1000000283,Local Customer 16,Zambia,SINV-967879,2023-11-24,No,292859,46857,246001,N/A,Yes
SAL00010283-0018,CLM00010283,TPIN1000000283,Botswana Buyer 17,South Africa,SINV-871827,2024-01-26,Yes,253432,0,253432,EXP-776896,Yes
SAL00010283-0019,CLM00010283,TPIN1000000283,Local Customer 18,Zambia,SINV-928683,2023-11-27,No,28582,4573,24009,N/A,Yes
SAL00010283-0020,CLM00010283,TPIN1000000283,Local Customer 19,Zambia,SINV-829968,2023-12-22,No,19237,3078,16159,N/A,Yes
SAL00010284-0001,CLM00010284,TPIN1000000284,Zimbabwe Buyer 0,Zimbabwe,SINV-63018,2024-06-07,Yes,242016,0,242016,EXP-433264,Yes
SAL00010284-0002,CLM00010284,TPIN1000000284,Local Customer 1,Zambia,SINV-459288,2024-06-08,No,113407,18145,95262,N/A,Yes
SAL00010284-0003,CLM00010284,TPIN1000000284,Local Customer 2,Zambia,SINV-819256,2024-07-07,No,60602,9696,50906,N/A,Yes
SAL00010284-0004,CLM00010284,TPIN1000000284,China Buyer 3,Botswana,SINV-796459,2024-05-28,Yes,214396,0,214396,EXP-223846,Yes
SAL00010284-0005,CLM00010284,TPIN1000000284,Local Customer 4,Zambia,SINV-644459,2024-05-30,No,218244,34919,183325,N/A,Yes
SAL00010284-0006,CLM00010284,TPIN1000000284,Local Customer 5,Zambia,SINV-29762,2024-07-14,No,13699,2192,11507,N/A,Yes
SAL00010284-0007,CLM00010284,TPIN1000000284,Local Customer 6,Zambia,SINV-244737,2024-07-06,No,111883,17901,93981,N/A,Yes
SAL00010284-0008,CLM00010284,TPIN1000000284,Local Customer 7,Zambia,SINV-362047,2024-06-28,No,62923,10068,52855,N/A,Yes
SAL00010284-0009,CLM00010284,TPIN1000000284,Local Customer 8,Zambia,SINV-345123,2024-06-28,No,204108,32657,171451,N/A,Yes
SAL00010285-0001,CLM00010285,TPIN1000000285,Local Customer 0,Zambia,SINV-983631,2024-08-15,No,102378,16381,85998,N/A,Yes
SAL00010285-0002,CLM00010285,TPIN1000000285,Local Customer 1,Zambia,SINV-705392,2024-08-02,No,85537,13686,71851,N/A,Yes
SAL00010285-0003,CLM00010285,TPIN1000000285,Zimbabwe Buyer 2,Malawi,SINV-821389,2024-09-10,Yes,296821,0,296821,EXP-567727,Yes
SAL00010285-0004,CLM00010285,TPIN1000000285,Local Customer 3,Zambia,SINV-879608,2024-10-06,No,275307,44049,231258,N/A,Yes
SAL00010285-0005,CLM00010285,TPIN1000000285,Local Customer 4,Zambia,SINV-92515,2024-07-24,No,130289,20846,109443,N/A,Yes
SAL00010285-0006,CLM00010285,TPIN1000000285,UAE Buyer 5,Zimbabwe,SINV-42451,2024-08-12,Yes,101496,0,101496,EXP-463582,Yes
SAL00010285-0007,CLM00010285,TPIN1000000285,DRC Buyer 6,South Africa,SINV-682559,2024-08-30,Yes,118923,0,118923,EXP-500692,Yes
SAL00010285-0008,CLM00010285,TPIN1000000285,DRC Buyer 7,UAE,SINV-819417,2024-08-21,Yes,267293,0,267293,EXP-327429,Yes
SAL00010286-0001,CLM00010286,TPIN1000000286,Local Customer 0,Zambia,SINV-88739,2024-11-08,No,271391,43423,227968,N/A,Yes
SAL00010286-0002,CLM00010286,TPIN1000000286,UAE Buyer 1,Zimbabwe,SINV-676869,2024-10-30,Yes,262390,0,262390,EXP-768396,Yes
SAL00010286-0003,CLM00010286,TPIN1000000286,Local Customer 2,Zambia,SINV-434445,2024-09-28,No,77785,12446,65339,N/A,Yes
SAL00010286-0004,CLM00010286,TPIN1000000286,Local Customer 3,Zambia,SINV-623610,2024-10-30,No,12779,2045,10734,N/A,Yes
SAL00010286-0005,CLM00010286,TPIN1000000286,Local Customer 4,Zambia,SINV-5874,2024-11-16,No,79649,12744,66905,N/A,Yes
SAL00010286-0006,CLM00010286,TPIN1000000286,Local Customer 5,Zambia,SINV-478103,2024-10-21,No,57794,9247,48547,N/A,Yes
SAL00010286-0007,CLM00010286,TPIN1000000286,Zimbabwe Buyer 6,Zimbabwe,SINV-181663,2024-11-29,Yes,224895,0,224895,EXP-693042,Yes
SAL00010286-0008,CLM00010286,TPIN1000000286,Local Customer 7,Zambia,SINV-354458,2024-10-13,No,217547,34808,182740,N/A,Yes
SAL00010286-0009,CLM00010286,TPIN1000000286,Local Customer 8,Zambia,SINV-412721,2024-10-10,No,196476,31436,165040,N/A,Yes
SAL00010286-0010,CLM00010286,TPIN1000000286,Local Customer 9,Zambia,SINV-345814,2024-12-08,No,43164,6906,36257,N/A,Yes
SAL00010286-0011,CLM00010286,TPIN1000000286,Local Customer 10,Zambia,SINV-403123,2024-12-07,No,240794,38527,202267,N/A,Yes
SAL00010286-0012,CLM00010286,TPIN1000000286,Local Customer 11,Zambia,SINV-19741,2024-11-06,No,194394,31103,163291,N/A,Yes
SAL00010286-0013,CLM00010286,TPIN1000000286,Local Customer 12,Zambia,SINV-113853,2024-12-01,No,56755,9081,47674,N/A,Yes
SAL00010286-0014,CLM00010286,TPIN1000000286,Local Customer 13,Zambia,SINV-946560,2024-11-26,No,123171,19707,103463,N/A,Yes
SAL00010286-0015,CLM00010286,TPIN1000000286,South Africa Buyer 14,DRC,SINV-934068,2024-11-14,Yes,265251,0,265251,EXP-649327,Yes
SAL00010286-0016,CLM00010286,TPIN1000000286,Local Customer 15,Zambia,SINV-687990,2024-11-22,No,49674,7948,41727,N/A,Yes
SAL00010286-0017,CLM00010286,TPIN1000000286,Local Customer 16,Zambia,SINV-565537,2024-11-15,No,30465,4874,25591,N/A,Yes
SAL00010286-0018,CLM00010286,TPIN1000000286,DRC Buyer 17,Tanzania,SINV-650839,2024-11-16,Yes,70760,0,70760,EXP-806147,Yes
SAL00010286-0019,CLM00010286,TPIN1000000286,Local Customer 18,Zambia,SINV-913933,2024-09-20,No,73740,11798,61942,N/A,Yes
SAL00010286-0020,CLM00010286,TPIN1000000286,Local Customer 19,Zambia,SINV-310396,2024-10-25,No,157678,25228,132449,N/A,Yes
SAL00010286-0021,CLM00010286,TPIN1000000286,Local Customer 20,Zambia,SINV-982899,2024-12-04,No,84919,13587,71332,N/A,Yes
SAL00010286-0022,CLM00010286,TPIN1000000286,DRC Buyer 21,Botswana,SINV-95361,2024-11-16,Yes,46060,0,46060,EXP-652202,Yes
SAL00010286-0023,CLM00010286,TPIN1000000286,Local Customer 22,Zambia,SINV-700010,2024-10-19,No,278815,44610,234205,N/A,Yes
SAL00010286-0024,CLM00010286,TPIN1000000286,Zimbabwe Buyer 23,DRC,SINV-334879,2024-10-29,Yes,267700,0,267700,EXP-421679,Yes
SAL00010286-0025,CLM00010286,TPIN1000000286,Local Customer 24,Zambia,SINV-742267,2024-09-15,No,115616,18499,97118,N/A,Yes
SAL00010286-0026,CLM00010286,TPIN1000000286,UAE Buyer 25,UK,SINV-675593,2024-11-01,Yes,224258,0,224258,EXP-618738,Yes
SAL00010286-0027,CLM00010286,TPIN1000000286,UAE Buyer 26,UAE,SINV-435002,2024-10-05,Yes,262995,0,262995,EXP-353975,Yes
SAL00010287-0001,CLM00010287,TPIN1000000287,UAE Buyer 0,Malawi,SINV-434916,2024-08-09,Yes,195597,0,195597,EXP-253294,Yes
SAL00010287-0002,CLM00010287,TPIN1000000287,South Africa Buyer 1,UAE,SINV-855371,2024-08-30,Yes,185175,0,185175,EXP-366162,Yes
SAL00010287-0003,CLM00010287,TPIN1000000287,Local Customer 2,Zambia,SINV-736677,2024-09-25,No,23484,3757,19727,N/A,Yes
SAL00010287-0004,CLM00010287,TPIN1000000287,Local Customer 3,Zambia,SINV-352283,2024-10-19,No,211094,33775,177319,N/A,Yes
SAL00010287-0005,CLM00010287,TPIN1000000287,Botswana Buyer 4,Tanzania,SINV-913173,2024-10-15,Yes,71090,0,71090,EXP-606295,Yes
SAL00010287-0006,CLM00010287,TPIN1000000287,Local Customer 5,Zambia,SINV-221064,2024-10-13,No,79166,12667,66500,N/A,Yes
SAL00010287-0007,CLM00010287,TPIN1000000287,Local Customer 6,Zambia,SINV-86126,2024-08-22,No,30561,4890,25671,N/A,Yes
SAL00010287-0008,CLM00010287,TPIN1000000287,Local Customer 7,Zambia,SINV-402054,2024-10-06,No,100765,16122,84642,N/A,Yes
SAL00010287-0009,CLM00010287,TPIN1000000287,Local Customer 8,Zambia,SINV-858661,2024-09-22,No,67573,10812,56762,N/A,Yes
SAL00010287-0010,CLM00010287,TPIN1000000287,Local Customer 9,Zambia,SINV-15489,2024-08-07,No,18578,2972,15606,N/A,Yes
SAL00010287-0011,CLM00010287,TPIN1000000287,Botswana Buyer 10,Zimbabwe,SINV-78550,2024-08-15,Yes,142909,0,142909,EXP-593352,Yes
SAL00010287-0012,CLM00010287,TPIN1000000287,Tanzania Buyer 11,DRC,SINV-805259,2024-08-24,Yes,205591,0,205591,EXP-673995,Yes
SAL00010287-0013,CLM00010287,TPIN1000000287,DRC Buyer 12,DRC,SINV-267517,2024-08-15,Yes,229820,0,229820,EXP-195552,Yes
SAL00010287-0014,CLM00010287,TPIN1000000287,UAE Buyer 13,Zimbabwe,SINV-327038,2024-08-31,Yes,38534,0,38534,EXP-910564,Yes
SAL00010287-0015,CLM00010287,TPIN1000000287,Local Customer 14,Zambia,SINV-892182,2024-08-23,No,132645,21223,111422,N/A,Yes
SAL00010287-0016,CLM00010287,TPIN1000000287,Tanzania Buyer 15,UK,SINV-103340,2024-10-04,Yes,50823,0,50823,EXP-72401,Yes
SAL00010287-0017,CLM00010287,TPIN1000000287,China Buyer 16,DRC,SINV-692209,2024-07-26,Yes,263311,0,263311,EXP-579605,Yes
SAL00010287-0018,CLM00010287,TPIN1000000287,Malawi Buyer 17,Zimbabwe,SINV-669106,2024-08-07,Yes,228319,0,228319,EXP-833597,Yes
SAL00010287-0019,CLM00010287,TPIN1000000287,Local Customer 18,Zambia,SINV-511926,2024-09-24,No,16296,2607,13688,N/A,Yes
SAL00010287-0020,CLM00010287,TPIN1000000287,Local Customer 19,Zambia,SINV-920033,2024-08-01,No,239054,38249,200805,N/A,Yes
SAL00010287-0021,CLM00010287,TPIN1000000287,DRC Buyer 20,Zimbabwe,SINV-263134,2024-09-06,Yes,84646,0,84646,EXP-475400,Yes
SAL00010287-0022,CLM00010287,TPIN1000000287,China Buyer 21,China,SINV-307054,2024-09-21,Yes,179550,0,179550,EXP-822701,Yes
SAL00010287-0023,CLM00010287,TPIN1000000287,China Buyer 22,South Africa,SINV-577498,2024-09-02,Yes,52805,0,52805,EXP-520779,Yes
SAL00010288-0001,CLM00010288,TPIN1000000288,Local Customer 0,Zambia,SINV-257767,2024-06-10,No,17690,2830,14859,N/A,Yes
SAL00010288-0002,CLM00010288,TPIN1000000288,UK Buyer 1,Malawi,SINV-929752,2024-07-04,Yes,226271,0,226271,EXP-111442,Yes
SAL00010288-0003,CLM00010288,TPIN1000000288,Local Customer 2,Zambia,SINV-473586,2024-05-19,No,218852,35016,183836,N/A,Yes
SAL00010288-0004,CLM00010288,TPIN1000000288,Local Customer 3,Zambia,SINV-559743,2024-05-27,No,41159,6585,34573,N/A,Yes
SAL00010288-0005,CLM00010288,TPIN1000000288,Local Customer 4,Zambia,SINV-965263,2024-05-14,No,296205,47393,248812,N/A,Yes
SAL00010288-0006,CLM00010288,TPIN1000000288,DRC Buyer 5,UK,SINV-729073,2024-06-23,Yes,82639,0,82639,EXP-912754,Yes
SAL00010288-0007,CLM00010288,TPIN1000000288,Local Customer 6,Zambia,SINV-175946,2024-07-06,No,103428,16549,86880,N/A,Yes
SAL00010288-0008,CLM00010288,TPIN1000000288,Tanzania Buyer 7,DRC,SINV-995751,2024-06-18,Yes,129848,0,129848,EXP-961042,Yes
SAL00010288-0009,CLM00010288,TPIN1000000288,Local Customer 8,Zambia,SINV-933977,2024-04-19,No,302784,48445,254338,N/A,Yes
SAL00010288-0010,CLM00010288,TPIN1000000288,Local Customer 9,Zambia,SINV-671668,2024-06-11,No,173938,27830,146108,N/A,Yes
SAL00010288-0011,CLM00010288,TPIN1000000288,Tanzania Buyer 10,Zimbabwe,SINV-408570,2024-06-30,Yes,148008,0,148008,EXP-461886,Yes
SAL00010288-0012,CLM00010288,TPIN1000000288,Local Customer 11,Zambia,SINV-144525,2024-06-08,No,30686,4910,25776,N/A,Yes
SAL00010288-0013,CLM00010288,TPIN1000000288,Botswana Buyer 12,DRC,SINV-429856,2024-06-24,Yes,302087,0,302087,EXP-828939,Yes
SAL00010288-0014,CLM00010288,TPIN1000000288,Botswana Buyer 13,China,SINV-43572,2024-05-04,Yes,15854,0,15854,EXP-449451,Yes
SAL00010288-0015,CLM00010288,TPIN1000000288,DRC Buyer 14,UAE,SINV-199184,2024-04-28,Yes,136666,0,136666,EXP-98529,Yes
SAL00010288-0016,CLM00010288,TPIN1000000288,Local Customer 15,Zambia,SINV-289321,2024-04-12,No,170193,27231,142962,N/A,Yes
SAL00010289-0001,CLM00010289,TPIN1000000289,Local Customer 0,Zambia,SINV-27107,2024-02-18,No,45467,7275,38192,N/A,Yes
SAL00010289-0002,CLM00010289,TPIN1000000289,Local Customer 1,Zambia,SINV-372545,2024-01-16,No,304801,48768,256033,N/A,Yes
SAL00010289-0003,CLM00010289,TPIN1000000289,Malawi Buyer 2,Botswana,SINV-60398,2024-02-18,Yes,216942,0,216942,EXP-341366,Yes
SAL00010289-0004,CLM00010289,TPIN1000000289,Botswana Buyer 3,Tanzania,SINV-568919,2024-02-07,Yes,235804,0,235804,EXP-237245,Yes
SAL00010289-0005,CLM00010289,TPIN1000000289,Local Customer 4,Zambia,SINV-33473,2024-01-28,No,75663,12106,63557,N/A,Yes
SAL00010289-0006,CLM00010289,TPIN1000000289,Tanzania Buyer 5,China,SINV-992078,2024-02-21,Yes,153270,0,153270,EXP-77583,Yes
SAL00010289-0007,CLM00010289,TPIN1000000289,Local Customer 6,Zambia,SINV-184871,2024-02-08,No,120656,19305,101351,N/A,Yes
SAL00010289-0008,CLM00010289,TPIN1000000289,Local Customer 7,Zambia,SINV-252839,2024-03-01,No,19550,3128,16422,N/A,Yes
SAL00010289-0009,CLM00010289,TPIN1000000289,Local Customer 8,Zambia,SINV-124101,2024-03-03,No,23396,3743,19652,N/A,Yes
SAL00010289-0010,CLM00010289,TPIN1000000289,Local Customer 9,Zambia,SINV-246666,2024-01-17,No,276083,44173,231910,N/A,Yes
SAL00010289-0011,CLM00010289,TPIN1000000289,Local Customer 10,Zambia,SINV-123174,2024-03-09,No,212175,33948,178227,N/A,Yes
SAL00010289-0012,CLM00010289,TPIN1000000289,Local Customer 11,Zambia,SINV-598017,2024-03-18,No,72452,11592,60859,N/A,Yes
SAL00010289-0013,CLM00010289,TPIN1000000289,Malawi Buyer 12,Malawi,SINV-928995,2024-01-12,Yes,33590,0,33590,EXP-874854,Yes
SAL00010289-0014,CLM00010289,TPIN1000000289,Local Customer 13,Zambia,SINV-834995,2024-02-01,No,133303,21329,111975,N/A,Yes
SAL00010290-0001,CLM00010290,TPIN1000000290,DRC Buyer 0,Zimbabwe,SINV-318798,2024-09-28,Yes,62208,0,62208,EXP-413201,Yes
