claim_id,taxpayer_id,net_refund_amount,is_fraud,refund_to_output_ratio,input_output_vat_ratio,processing_days_zscore,total_claims_filed,is_first_time_claimant,is_high_value_claim,submitted_by_agent,has_few_documents,business_age_years,is_young_business,address_not_verified,bank_not_verified,is_small_business,claim_to_turnover_ratio,claim_exceeds_business_size,single_director,no_tax_agent,is_sole_proprietor,low_supplier_diversity,has_unverified_suppliers,unverified_supplier_ratio,has_unverified_payments,has_few_purchases,suspicious_purchase_pattern,has_export_sales,is_export_heavy,has_missing_export_docs,has_unpaid_sales,has_few_sales,single_export_destination,export_without_customs,large_export_customs_mismatch,has_unverified_customs,has_audit_issues,has_penalties,low_compliance_rating,never_audited,not_registered_pacra,directors_mismatch,address_mismatch_pacra,is_dormant_company,claim_exceeds_share_capital,supplier_risk_score,export_risk_score,legitimacy_risk_score,historical_risk_score
CLM00010229,TPIN1000000229,1435,0,0.052288296166739544,1.0522518583296896,0.17671270172245468,1,0,0,1,0,8.791238877481177,0,0,0,0,0.0008026368999310348,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010230,TPIN1000000230,0,0,0.0,0.8800871884590014,-1.5616928327584931,1,0,0,1,0,8.114989733059549,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010231,TPIN1000000231,0,0,0.0,0.8147312817164732,0.36566982503560114,1,0,0,0,0,8.421629021218344,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010232,TPIN1000000232,0,0,0.0,0.9565638541932194,1.3860382909265923,1,0,0,1,0,9.169062286105408,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010233,TPIN1000000233,2098,0,0.12380502773515874,1.1237460167591171,0.856958345649782,1,0,0,1,0,8.673511293634498,0,0,0,0,0.0011705374931862778,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010234,TPIN1000000234,4696,0,0.0890118846788104,1.0889929298481718,-1.032612887481683,1,0,0,1,0,5.415468856947296,0,0,0,0,0.0024126704243905774,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010235,TPIN1000000235,1534,0,0.1080281690140845,1.107887323943662,-0.919238613493795,1,1,0,1,0,6.0424366872005475,0,0,0,0,0.0010803319027504095,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
CLM00010236,TPIN1000000236,0,0,0.0,0.9299716704682895,-1.5239014080958637,1,0,0,0,0,3.2005475701574264,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010237,TPIN1000000237,7534,0,0.17887838928724062,1.178854646469443,-1.2215700107948293,1,1,0,1,0,0.6242299794661191,1,0,0,1,0.005949823732325849,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2
CLM00010238,TPIN1000000238,0,0,0.0,0.9282113186110914,1.5749954142397387,1,0,0,0,0,8.58590006844627,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010239,TPIN1000000239,0,0,0.0,0.8844613192698737,-0.6169072161927606,1,0,0,1,0,4.7967145790554415,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010240,TPIN1000000240,984,0,0.008582867410398877,1.008582867410399,-1.070404312144312,1,0,0,1,0,2.080766598220397,0,0,0,0,0.00035056592883939163,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010241,TPIN1000000241,0,0,0.0,0.87307105988072,-1.1837785861322,1,0,0,0,0,6.039698836413415,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010242,TPIN1000000242,653,0,0.17959295929592958,1.1793179317931792,-0.6924900655180192,1,0,0,1,0,1.782340862422998,1,0,0,0,0.0016272561670018365,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010243,TPIN1000000243,9412,0,0.0949939442874445,1.094973758578926,-1.6372756820837517,1,0,0,0,0,7.6358658453114305,0,0,0,1,0.00384139432982117,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010244,TPIN1000000244,0,0,0.0,0.9756485023306369,-0.4657415175422434,1,0,0,1,0,5.730321697467488,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010245,TPIN1000000245,0,0,0.0,0.901683296002172,0.44125267436085974,1,0,0,1,0,2.1437371663244353,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,5,0,0
CLM00010246,TPIN1000000246,3177,0,0.14457337883959046,1.1444823663253698,-0.5035329422048727,1,0,0,1,0,2.6995208761122518,0,0,0,0,0.0021737494269703666,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010247,TPIN1000000247,15537,0,0.07795159445302936,1.0779465772943466,0.856958345649782,1,0,1,1,0,3.6906228610540723,0,0,0,0,0.0033670580923168144,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010248,TPIN1000000248,898,0,0.16519499632082413,1.1650110375275937,-0.6924900655180192,1,0,0,1,0,5.711156741957564,0,0,0,0,0.0012535194162898895,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010249,TPIN1000000249,0,0,0.0,0.8234011061774558,1.612786838902368,1,0,0,1,0,2.6721423682409307,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010250,TPIN1000000250,12432,0,0.1691152464903689,1.1691016432691261,-1.5994842574211223,1,0,1,1,0,2.6666666666666665,0,0,0,0,0.0025730628140266695,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010251,TPIN1000000251,19564,0,0.09607149872323709,1.0960665880966411,-1.070404312144312,1,0,1,1,0,4.722792607802875,0,0,0,0,0.0039638745232318424,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010252,TPIN1000000252,592,0,0.09455358568918704,1.0943938667944417,-0.8814471888311657,1,0,0,1,0,8.429842573579739,0,0,0,0,0.0006722002066561446,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010253,TPIN1000000253,0,0,0.0,0.867886072641756,0.8947497703124113,1,0,0,1,0,2.6913073237508556,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010254,TPIN1000000254,2003,0,0.08113910718625941,1.0810580896054445,-0.8436557641685364,1,0,0,1,0,2.0095824777549622,0,0,0,1,0.0033003680989682023,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010255,TPIN1000000255,1084,0,0.07270776041317326,1.0725736132537393,-0.9570300381564243,1,0,0,1,0,2.198494182067077,0,0,0,0,0.0025195005624715277,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010256,TPIN1000000256,0,0,0.0,0.9733333333333334,0.6302097976740062,1,1,0,1,0,7.6331279945242985,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CLM00010257,TPIN1000000257,19764,0,0.14114521588847787,1.1411380743576194,1.3482468662639628,1,0,1,0,0,1.3169062286105406,1,0,0,0,0.004816611020398216,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010258,TPIN1000000258,5666,0,0.17209330579516463,1.172032559834771,-0.3145758188917262,1,0,0,1,0,4.596851471594798,0,0,0,0,0.0040041440700364795,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010259,TPIN1000000259,0,0,0.0,0.9249608763693271,-1.5239014080958637,1,0,0,1,0,2.5900068446269677,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010260,TPIN1000000260,418,0,0.08502847843775427,1.0848250610252237,1.4238297155892214,1,0,0,0,0,2.622861054072553,0,0,0,0,0.003931786329047247,0,1,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010261,TPIN1000000261,5597,0,0.16813866858928142,1.1681386685892814,0.7057926469992648,1,0,0,0,0,3.2279260780287475,0,0,0,0,0.002449534426527972,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010262,TPIN1000000262,1057,0,0.051348068982268645,1.0512994899198445,0.5546269483487476,1,1,0,0,0,6.203969883641341,0,0,0,0,0.0020055365711586005,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CLM00010263,TPIN1000000263,29,0,0.0032072550320725503,1.0030966600309665,-1.3349442847827173,1,0,0,1,0,3.600273785078713,0,0,0,0,0.00012467112616717968,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010264,TPIN1000000264,0,0,0.0,0.9080805548591961,0.5546269483487476,1,0,0,1,0,7.5564681724846,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010265,TPIN1000000265,3220,0,0.02910497677025146,1.0290868991449282,-1.5239014080958637,1,0,0,1,0,6.072553045859,0,0,0,0,0.0007118103259803917,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010266,TPIN1000000266,0,0,0.0,0.9397656918758585,-1.070404312144312,1,0,0,1,0,5.30321697467488,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010267,TPIN1000000267,0,0,0.0,0.9399914176660569,0.2900869757103426,1,0,0,1,0,7.268993839835729,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010268,TPIN1000000268,1000,0,0.08692628650904033,1.0869262865090403,-0.20120154490383832,1,0,0,1,0,5.325119780971937,0,0,0,0,0.0002507708696533143,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010269,TPIN1000000269,1707,0,0.0458255033557047,1.0457986577181209,0.47904409902348905,1,0,0,1,0,1.894592744695414,1,0,0,0,0.0018741539133804927,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010270,TPIN1000000270,519,0,0.004298421427506584,1.0042901393052956,-0.6169072161927606,1,0,0,0,0,8.692676249144421,0,0,0,0,0.00018326957153057282,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010271,TPIN1000000271,7839,0,0.04262457315614329,1.0426191356547838,1.0459154689629284,1,0,0,0,0,1.0704996577686516,1,0,0,0,0.0016307987335565288,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010272,TPIN1000000272,21193,0,0.17705983591491636,1.177051481277257,-1.1081957368069415,1,0,1,0,0,4.7091033538672145,0,0,0,0,0.006120320776081972,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010273,TPIN1000000273,0,0,0.0,0.8264094955489614,-1.2215700107948293,1,0,0,1,0,4.605065023956194,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010274,TPIN1000000274,0,0,0.0,0.9849710218382952,1.4238297155892214,1,0,0,0,0,8.733744010951403,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010275,TPIN1000000275,0,0,0.0,0.8601590258232336,0.7057926469992648,1,1,0,1,0,0.7255304585900069,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2
CLM00010276,TPIN1000000276,0,0,0.0,0.957831963553255,1.121498318288187,1,0,0,0,0,0.2655715263518138,1,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010277,TPIN1000000277,7068,0,0.06888083265115191,1.0688808326511519,1.3860382909265923,1,0,0,0,0,0.9883641341546886,1,0,0,0,0.0015050841307532256,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010278,TPIN1000000278,5745,0,0.034549117479026975,1.0345431037074901,1.6505782635649973,1,0,0,1,0,4.2217659137577,0,0,0,0,0.0011785536469619473,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010279,TPIN1000000279,6804,0,0.1129894715865688,1.1129728652562356,-1.4861099834332345,1,0,0,1,0,9.00479123887748,0,0,0,0,0.0045996499560924066,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010280,TPIN1000000280,6975,0,0.1865871274945161,1.1865603766518644,0.44125267436085974,1,0,0,1,0,2.349075975359343,0,0,0,0,0.004935009986762145,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010281,TPIN1000000281,12824,0,0.19818260493292947,1.1981671508932434,1.3104554416013336,1,0,1,1,0,6.436687200547571,0,0,0,0,0.002601738441699878,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010282,TPIN1000000282,1369,0,0.05233780632335513,1.0522995756394082,-1.410527134107976,1,0,0,0,0,8.084873374401095,0,0,0,0,0.0017799701994762804,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010283,TPIN1000000283,0,0,0.0,0.9895163718146239,-1.297152860120088,1,0,0,1,0,1.3689253935660506,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010284,TPIN1000000284,17066,0,0.1857281225853494,1.1857172396530522,-1.5616928327584931,1,0,1,1,0,5.8288843258042435,0,0,0,0,0.007221233965272406,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010285,TPIN1000000285,0,0,0.0,0.8329892531208397,-0.6924900655180192,1,0,0,1,0,7.019849418206708,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010286,TPIN1000000286,4352,0,0.1209056813446312,1.1208778997082929,-1.5994842574211223,1,0,0,0,0,8.487337440109513,0,0,0,0,0.000980798922924124,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010287,TPIN1000000287,1751,0,0.1189214887258897,1.1188535723988047,1.612786838902368,1,0,0,1,0,3.540041067761807,0,0,0,0,0.0005140877965656821,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010288,TPIN1000000288,8627,0,0.07930029690501797,1.0792911047991984,1.3104554416013336,1,0,0,1,0,7.490759753593429,0,0,0,0,0.0030505247807844165,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010289,TPIN1000000289,11057,0,0.0882273148000383,1.0882273148000383,1.7261611128902559,1,0,0,1,0,2.3874058863791925,0,0,0,0,0.0028940480552792757,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010290,TPIN1000000290,2662,0,0.03077741293992508,1.0307542894140498,-0.12561869557857971,1,0,0,1,0,2.735112936344969,0,0,0,0,0.0013581029821635468,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010291,TPIN1000000291,9956,0,0.07138913387972265,1.0713819634162955,0.32787840037297183,1,0,0,1,0,1.0650239561943875,1,0,0,0,0.0031686198426383694,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010292,TPIN1000000292,6507,0,0.15392803917394082,1.1539043834125802,1.2726640169387042,1,0,0,1,0,4.2819986310746065,0,0,0,0,0.004502381965562694,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010293,TPIN1000000293,0,0,0.0,0.8808816106780326,-1.410527134107976,1,0,0,1,0,0.919917864476386,1,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010294,TPIN1000000294,0,0,0.0,0.8437757795743277,1.2726640169387042,1,0,0,1,0,5.90280629705681,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010295,TPIN1000000295,21185,0,0.11460395771798285,1.1145985480433207,-0.20120154490383832,1,0,1,0,0,4.465434633812457,0,0,0,0,0.004386687826025017,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010296,TPIN1000000296,1537,0,0.1987328678562193,1.1984742694595294,-1.1837785861322,1,0,0,1,0,9.117043121149898,0,0,0,0,0.0012618322428103476,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010297,TPIN1000000297,0,0,0.0,0.9764665410506399,-1.2215700107948293,1,0,0,1,0,4.131416837782341,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010298,TPIN1000000298,0,0,0.0,0.8312000411237053,-0.3901586682169848,1,0,0,0,0,1.2019164955509924,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010299,TPIN1000000299,6646,0,0.1775533648580054,1.1775266490342229,-0.01224442159069182,1,0,0,1,0,6.335386721423682,0,0,0,0,0.0013576245859561642,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010300,TPIN1000000300,9931,0,0.1019337753782358,1.1019235111777144,-1.032612887481683,1,0,0,1,0,7.707049965776865,0,0,0,0,0.002569953002802856,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010301,TPIN1000000301,0,0,0.0,0.9347519487697498,0.36566982503560114,1,0,0,1,0,6.417522245037645,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010302,TPIN1000000302,10667,0,0.10631702746880357,1.1063070605589442,-1.1081957368069415,1,0,0,1,0,5.9986310746064335,0,0,0,0,0.0022926009619166463,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010303,TPIN1000000303,15451,0,0.1825280567040756,1.1825162433549912,-1.2593614354574587,1,0,1,1,0,5.500342231348392,0,0,0,0,0.005632374469971362,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010304,TPIN1000000304,3098,0,0.11144285765675024,1.1114068851397532,0.7435840716618941,1,0,0,0,0,1.3086926762491444,1,0,0,0,0.0013373144843072749,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010305,TPIN1000000305,1978,0,0.11798389501938562,1.1179242469430362,-0.8436557641685364,1,0,0,1,0,5.724845995893224,0,0,0,0,0.0026715974613070836,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010306,TPIN1000000306,1661,0,0.06203779786359902,1.062000448196011,0.7435840716618941,1,0,0,0,0,6.6447638603696095,0,0,0,0,0.0010899028798764295,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010307,TPIN1000000307,0,0,0.0,0.9873781584177155,-1.2593614354574587,1,0,0,1,0,3.167693360711841,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010308,TPIN1000000308,2085,0,0.0726076055160886,1.0725379579328598,-1.1459871614695707,1,0,0,1,0,6.379192334017796,0,0,0,0,0.0012498756118995353,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010309,TPIN1000000309,0,0,0.0,0.8484212571650637,1.2726640169387042,1,0,0,1,0,1.919233401779603,1,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010310,TPIN1000000310,19139,0,0.1919235474619442,1.1919135195844448,-1.5616928327584931,1,0,1,1,0,3.132101300479124,0,0,0,0,0.005111911027801542,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010311,TPIN1000000311,170,0,0.003791426914670592,1.003769124403408,-1.3349442847827173,1,0,0,1,0,8.780287474332649,0,0,0,0,3.703002634141815e-05,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
CLM00010312,TPIN1000000312,2061,0,0.04336117481222781,1.0433401359113,-1.2593614354574587,1,0,0,0,0,4.246406570841889,0,0,0,0,0.0004947817450743289,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLM00010313,TPIN1000000313,0,0,0.0,0.9762564031565831,-1.3349442847827173,1,0,0,1,0,2.817248459958932,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010314,TPIN1000000314,0,0,0.0,0.9761312951976789,1.1592897429508164,1,0,0,1,0,1.0896646132785763,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010315,TPIN1000000315,0,0,0.0,0.901178965925681,0.2522955510477133,1,0,0,0,0,9.034907597535934,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CLM00010316,TPIN1000000316,1106,0,0.17724358974358975,1.1770833333333333,-0.5791157915301313,1,0,0,1,0,4.093086926762491,0,0,0,0,0.00031229713745507196,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010317,TPIN1000000317,0,0,0.0,0.9467441640676685,0.7813754963245234,1,1,0,1,0,2.940451745379877,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
CLM00010318,TPIN1000000318,0,0,0.0,0.8056717015104531,-1.032612887481683,1,0,0,1,0,6.707734428473648,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CLM00010319,TPIN1000000319,0,0,0.0,0.8463376452171048,1.2726640169387042,1,0,0,1,0,0.2874743326488706,1,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CLM00010320,TPIN1000000320,69,0,0.09187749667110519,1.0918774966711051,-0.8436557641685364,1,1,0,1,0,2.209445585215606,0,0,0,0,8.223694011839736e-05,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CLM00010321,TPIN1000000321,0,0,0.0,0.8039476602350853,-0.6546986408553899,1,0,0,1,0,1.377138945927447,1,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
